tourney_date,tourney_name,surface,tourney_level,round,winner_name,loser_name,winner_rank,loser_rank,score,winner_age,loser_age,w_ace,l_ace,w_df,l_df,w_svpt,l_svpt,w_1stIn,l_1stIn,w_1stWon,l_1stWon,w_2ndWon,l_2ndWon,w_SvGms,l_SvGms,w_bpSaved,l_bpSaved,w_bpFaced,l_bpFaced,winner_player_key,loser_player_key
20260725,Estoril,Clay,A,SF,Van Assche L.,Gaston H.,54.0,97.0,6-4 7-5,,,2.0,0.0,5.0,0.0,74.0,70.0,38.0,35.0,26.0,22.0,23.0,22.0,,,3.0,6.0,4.0,9.0,1066,1102
20260725,Kitzbuhel,Hard,A,F,Halys Q.,Bublik A.,57.0,13.0,6-4 7.8-6.6,,,17.0,6.0,3.0,1.0,65.0,85.0,38.0,59.0,33.0,39.0,18.0,16.0,,,0.0,5.0,0.0,6.0,1925,1895
20260725,Los Cabos,Hard,A,Q,Hernandez A.,Mejia N.,,122.0,7-5 6-2,,,1.0,8.0,6.0,4.0,61.0,65.0,33.0,36.0,25.0,23.0,16.0,11.0,,,1.0,7.0,2.0,11.0,1307,7641
20260725,Los Cabos,Hard,A,Q,Kwon S.W.,A. F. Rubio Fierros,152.0,631.0,6-3 6-4,,,4.0,2.0,5.0,8.0,56.0,58.0,22.0,27.0,21.0,19.0,16.0,9.0,,,4.0,8.0,7.0,13.0,1098,14088
20260725,Los Cabos,Hard,A,Q,Magadan A.,G. Johns,561.0,390.0,2-6 6-1 6-1,,,9.0,6.0,3.0,6.0,55.0,64.0,27.0,28.0,24.0,20.0,16.0,14.0,,,0.0,2.0,2.0,7.0,60067,7637
20260725,Los Cabos,Hard,A,Q,Tomic B.,M. Tobon,164.0,,5-7 6-4 7.7-6.5,,,8.0,5.0,8.0,5.0,107.0,110.0,56.0,65.0,43.0,47.0,24.0,20.0,,,4.0,6.0,9.0,11.0,3145,34386
20260725,Los Cabos,Hard,A,Q,Winter E.,Alvarez Valdes L.C.,355.0,838.0,3-6 6-4 6-2,,,4.0,2.0,0.0,4.0,89.0,94.0,55.0,51.0,36.0,35.0,23.0,20.0,,,5.0,10.0,7.0,13.0,3318,10514
20260725,Washington,Hard,A,Q,A. Ilagan,Bertola R.,210.0,182.0,7-5 7.7-6.2,,,1.0,4.0,2.0,6.0,87.0,76.0,51.0,37.0,35.0,28.0,19.0,19.0,,,4.0,4.0,6.0,7.0,37936,1212
20260725,Washington,Hard,A,Q,Bolt A.,Mccabe J.,162.0,243.0,7.8-6.6 7.7-6.2,,,8.0,6.0,2.0,6.0,71.0,91.0,44.0,49.0,36.0,36.0,18.0,21.0,,,2.0,3.0,3.0,4.0,3319,1882
20260725,Washington,Hard,A,Q,Damm M.,Coppejans K.,94.0,218.0,6-2 6-0,,,3.0,1.0,3.0,4.0,44.0,39.0,24.0,22.0,21.0,12.0,10.0,4.0,,,3.0,1.0,3.0,6.0,1317,1205
20260725,Washington,Hard,A,Q,Echargui M.,J. Lee,197.0,1797.0,7-5 6-1,,,4.0,4.0,4.0,1.0,56.0,57.0,33.0,31.0,25.0,22.0,15.0,9.0,,,2.0,1.0,3.0,5.0,1207,5568
20260725,Washington,Hard,A,Q,Giron M.,A. Shah,83.0,976.0,7-5 6-4,,,9.0,0.0,0.0,4.0,56.0,72.0,37.0,47.0,29.0,32.0,13.0,11.0,,,1.0,2.0,2.0,5.0,1766,51257
20260725,Washington,Hard,A,Q,Martin A.,O Connell C.,320.0,129.0,6-3 4-6 6-2,,,2.0,6.0,0.0,6.0,84.0,92.0,65.0,41.0,43.0,31.0,11.0,23.0,,,3.0,8.0,5.0,12.0,1056,421
20260725,Washington,Hard,A,Q,Mcdonald M.,Butvilas E.,144.0,204.0,3-6 6-3 6-4,,,1.0,10.0,3.0,1.0,73.0,81.0,39.0,47.0,27.0,34.0,22.0,15.0,,,2.0,0.0,5.0,4.0,2839,9362
20260725,Washington,Hard,A,Q,Shelbayh A.,Harris B.,253.0,167.0,6-4 7.7-6.2,,,2.0,5.0,2.0,3.0,69.0,77.0,43.0,45.0,36.0,29.0,13.0,18.0,,,3.0,3.0,4.0,5.0,9219,1186
20260725,Washington,Hard,A,Q,Svajda T.,Ymer E.,383.0,212.0,6-0 7.7-6.5,,,3.0,5.0,1.0,2.0,63.0,63.0,32.0,28.0,25.0,21.0,20.0,16.0,,,1.0,2.0,2.0,6.0,52663,1082
20260725,Washington,Hard,A,Q,Svajda Z.,Kozlov S.,84.0,296.0,7-5 6-1,,,5.0,3.0,3.0,2.0,61.0,64.0,32.0,31.0,24.0,19.0,16.0,10.0,,,4.0,5.0,6.0,10.0,2986,1087
20260725,Washington,Hard,A,Q,Vukic A.,Dougaz A.,99.0,629.0,6-3 6-3,,,11.0,3.0,0.0,5.0,45.0,62.0,27.0,27.0,23.0,21.0,13.0,14.0,,,0.0,3.0,0.0,6.0,360,798
20260726,Estoril,Clay,A,F,Van Assche L.,Blockx A.,54.0,32.0,6-4 4-6 7-5,,,1.0,7.0,8.0,7.0,93.0,97.0,76.0,44.0,46.0,30.0,4.0,19.0,,,3.0,5.0,10.0,13.0,1066,39913
20260726,Los Cabos,Hard,A,Q,Boyer T.,L. Claverie,170.0,877.0,7.7-6.1 6-3,,,7.0,7.0,7.0,4.0,73.0,60.0,42.0,41.0,36.0,29.0,15.0,8.0,,,2.0,2.0,3.0,4.0,9037,1856
20260726,Los Cabos,Hard,A,Q,Hernandez A.,Magadan A.,,561.0,6-3 7.8-6.6,,,6.0,12.0,2.0,4.0,73.0,75.0,43.0,36.0,31.0,30.0,19.0,14.0,,,7.0,3.0,8.0,6.0,1307,60067
20260726,Los Cabos,Hard,A,Q,Kwon S.W.,Winter E.,152.0,355.0,7-5 6-2,,,4.0,2.0,4.0,4.0,68.0,58.0,35.0,36.0,27.0,22.0,14.0,7.0,,,4.0,2.0,6.0,7.0,1098,3318
20260726,Los Cabos,Hard,A,Q,Mayo A.,E. King,616.0,,6-4 6-2,,,8.0,1.0,4.0,2.0,47.0,71.0,25.0,40.0,25.0,26.0,12.0,12.0,,,0.0,7.0,0.0,10.0,9216,6766
20260726,Los Cabos,Hard,A,Q,Mayo A.,R. Pascual Ferra,616.0,682.0,6-1 6-4,,,3.0,1.0,2.0,0.0,49.0,54.0,26.0,41.0,22.0,19.0,14.0,8.0,,,1.0,2.0,2.0,6.0,9216,17585
20260726,Los Cabos,Hard,A,Q,R. Pascual Ferra,Smith C.,682.0,200.0,4-6 6-2 6-4,,,0.0,2.0,3.0,7.0,79.0,92.0,56.0,53.0,35.0,29.0,11.0,18.0,,,5.0,6.0,10.0,13.0,17585,54466
20260726,Washington,Hard,A,Q,Damm M.,Shelbayh A.,94.0,253.0,4-6 7-5 7.7-6.4,,,13.0,8.0,7.0,3.0,106.0,107.0,67.0,71.0,49.0,51.0,21.0,21.0,,,2.0,3.0,4.0,5.0,1317,9219
20260726,Washington,Hard,A,Q,Giron M.,A. Ilagan,83.0,210.0,6-3 7.7-6.2,,,3.0,1.0,2.0,2.0,67.0,82.0,41.0,48.0,30.0,26.0,16.0,18.0,,,4.0,6.0,6.0,10.0,1766,37936
20260726,Washington,Hard,A,Q,Martin A.,Echargui M.,320.0,197.0,6-2 7-5,,,5.0,1.0,2.0,7.0,63.0,88.0,34.0,59.0,27.0,38.0,15.0,7.0,,,1.0,14.0,2.0,18.0,1056,1207
20260726,Washington,Hard,A,Q,Svajda T.,Mcdonald M.,383.0,144.0,6-4 6-4,,,1.0,4.0,2.0,1.0,65.0,66.0,37.0,43.0,27.0,27.0,14.0,9.0,,,2.0,2.0,4.0,6.0,52663,2839
20260726,Washington,Hard,A,Q,Vukic A.,Bolt A.,99.0,162.0,6-0 6-1,,,6.0,3.0,0.0,4.0,29.0,47.0,21.0,26.0,19.0,13.0,5.0,5.0,,,0.0,6.0,0.0,12.0,360,3319
20260727,Citi Open,Hard,A,R128,Musetti L.,Arnaldi M.,15.0,35.0,6-0 3-1,,,,,,,,,,,,,,,,,,,,,,
20260727,Los Cabos,Hard,A,R32,Boyer T.,Diallo G.,170.0,105.0,7-5 6-2,,,3.0,11.0,3.0,4.0,50.0,62.0,27.0,39.0,22.0,29.0,15.0,7.0,,,0.0,3.0,1.0,7.0,9037,9909
20260727,Los Cabos,Hard,A,R32,Norrie C.,Kovacevic A.,35.0,96.0,6-4 6-1,,,2.0,5.0,4.0,7.0,59.0,54.0,32.0,25.0,25.0,15.0,12.0,8.0,,,2.0,6.0,4.0,11.0,1103,2978
20260727,Los Cabos,Hard,A,R32,Tomic B.,Hernandez A.,164.0,,6-1 6-0,,,13.0,1.0,2.0,3.0,34.0,49.0,27.0,34.0,24.0,18.0,4.0,3.0,,,0.0,2.0,0.0,7.0,3145,1307
20260727,Washington,Hard,A,R32,Atmane T.,Tiafoe F.,45.0,23.0,4-6 6-3 6-4,,,10.0,7.0,1.0,2.0,87.0,76.0,52.0,46.0,43.0,36.0,16.0,14.0,,,1.0,3.0,3.0,6.0,13091,2846
20260727,Washington,Hard,A,R32,Fritz T.,Bergs Z.,9.0,33.0,6-3 6-4,,,8.0,5.0,3.0,5.0,63.0,55.0,32.0,26.0,25.0,20.0,21.0,13.0,,,4.0,2.0,4.0,4.0,2832,1064
20260727,Washington,Hard,A,R32,Nishikori K.,Shang J.,479.0,228.0,6.3-7.7 6-3 6-4,,,4.0,6.0,0.0,2.0,97.0,109.0,70.0,58.0,51.0,41.0,19.0,31.0,,,0.0,7.0,0.0,9.0,2985,2413
20260727,Washington,Hard,A,R32,Tabilo A.,Griekspoor T.,29.0,56.0,7.7-6.3 4-6 6-4,,,14.0,17.0,3.0,3.0,97.0,91.0,58.0,59.0,47.0,47.0,23.0,20.0,,,4.0,6.0,5.0,7.0,2982,427
20260727,Washington,Hard,A,R32,Vukic A.,Svajda Z.,99.0,84.0,6-3 6-1,,,12.0,3.0,0.0,3.0,41.0,45.0,26.0,23.0,23.0,15.0,10.0,9.0,,,0.0,3.0,0.0,7.0,360,2986
20260728,Los Cabos,Hard,A,R32,Brooksby J.,Moutet C.,74.0,60.0,6-4 6-4,,,1.0,0.0,0.0,6.0,54.0,74.0,31.0,41.0,25.0,24.0,10.0,16.0,,,0.0,13.0,2.0,17.0,2169,2674
20260728,Los Cabos,Hard,A,R32,Duckworth J.,Mayo A.,86.0,616.0,4-6 6-3 6-4,,,6.0,1.0,5.0,3.0,95.0,89.0,48.0,46.0,38.0,34.0,25.0,24.0,,,4.0,6.0,6.0,9.0,1900,9216
20260728,Los Cabos,Hard,A,R32,Gea A.,Kwon S.W.,85.0,152.0,6-4 6.8-7.10 6-2,,,1.0,3.0,8.0,5.0,110.0,98.0,65.0,44.0,45.0,30.0,23.0,27.0,,,8.0,6.0,11.0,12.0,9210,1098
20260728,Los Cabos,Hard,A,R32,Pacheco Mendez R.,Shimabukuro S.,292.0,90.0,6.4-7.7 7-5 6-2,,,6.0,6.0,6.0,13.0,107.0,133.0,70.0,65.0,45.0,44.0,22.0,28.0,,,5.0,12.0,8.0,18.0,8762,9608
20260728,Los Cabos,Hard,A,R32,Winter E.,Kouame M.,355.0,214.0,6-1 6-4,,,3.0,2.0,4.0,3.0,62.0,57.0,39.0,31.0,27.0,19.0,15.0,13.0,,,6.0,3.0,6.0,6.0,3318,68751
20260728,Los Cabos,Hard,A,R32,Wong C.,Blanch D.,93.0,224.0,6-3 6-4,,,7.0,0.0,2.0,3.0,52.0,57.0,35.0,29.0,31.0,21.0,11.0,15.0,,,1.0,2.0,1.0,4.0,2227,17463
20260728,Los Cabos Open,Hard,A,R128,Wong C.,Blanch Dar.,108.0,226.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
20260728,Washington,Hard,A,R32,Hewitt C.,Giron M.,376.0,83.0,6-3 6-4,,,5.0,4.0,5.0,5.0,54.0,66.0,35.0,42.0,29.0,27.0,12.0,12.0,,,0.0,4.0,0.0,6.0,76018,1766
20260728,Washington,Hard,A,R32,Humbert U.,Martin A.,30.0,320.0,6-2 7-5,,,3.0,4.0,5.0,5.0,59.0,54.0,32.0,29.0,23.0,20.0,16.0,9.0,,,3.0,0.0,4.0,4.0,1105,1056
20260728,Washington,Hard,A,R32,Jodar R.,Fils A.,11.0,21.0,7.7-6.5 6-3,,,4.0,6.0,3.0,3.0,73.0,81.0,35.0,52.0,26.0,38.0,24.0,13.0,,,4.0,7.0,5.0,10.0,50323,1759
20260728,Washington,Hard,A,R32,Majchrzak K.,Paul T.,68.0,24.0,7-5 7.7-6.4,,,8.0,10.0,2.0,4.0,68.0,90.0,37.0,50.0,28.0,39.0,22.0,15.0,,,0.0,9.0,1.0,11.0,1096,1894
20260728,Washington,Hard,A,R32,Mannarino A.,Tien L.,52.0,12.0,7-5 6-4,,,5.0,7.0,1.0,4.0,54.0,66.0,32.0,42.0,28.0,34.0,16.0,9.0,,,0.0,0.0,0.0,2.0,438,10520
20260728,Washington,Hard,A,R32,Mensik J.,Svajda T.,16.0,383.0,6-2 6.5-7.7 6-3,,,11.0,3.0,8.0,3.0,100.0,104.0,61.0,57.0,51.0,38.0,19.0,30.0,,,7.0,10.0,7.0,13.0,902,52663
20260728,Washington,Hard,A,R32,Michelsen A.,Mcdonald M.,41.0,144.0,6-4 7-5,,,9.0,5.0,2.0,4.0,69.0,65.0,42.0,34.0,30.0,22.0,14.0,14.0,,,8.0,6.0,10.0,10.0,10884,2839
20260728,Washington,Hard,A,R32,Nakashima B.,Etcheverry T.,22.0,31.0,6-3 6-4,,,8.0,4.0,1.0,3.0,52.0,44.0,36.0,30.0,29.0,22.0,10.0,6.0,,,0.0,0.0,1.0,3.0,2838,1777
20260728,Washington,Hard,A,R32,Shelton B.,Damm M.,6.0,94.0,6-4 4-6 6-4,,,7.0,6.0,4.0,3.0,81.0,93.0,48.0,59.0,37.0,42.0,20.0,17.0,,,3.0,2.0,5.0,5.0,2973,1317
20260729,Los Cabos,Hard,A,R16,Brooksby J.,Winter E.,74.0,355.0,6-3 6-4,,,4.0,2.0,1.0,0.0,47.0,78.0,30.0,51.0,25.0,32.0,10.0,9.0,,,2.0,6.0,3.0,10.0,2169,3318
20260729,Los Cabos,Hard,A,R16,Gea A.,Zheng M.,85.0,110.0,0-6 6-4 6-0,,,4.0,2.0,3.0,5.0,64.0,80.0,38.0,36.0,26.0,24.0,11.0,18.0,,,4.0,6.0,8.0,11.0,9210,9515
20260729,Los Cabos,Hard,A,R16,Shapovalov D.,Pacheco Mendez R.,48.0,292.0,6-3 6-2,,,7.0,0.0,5.0,3.0,48.0,40.0,31.0,17.0,28.0,11.0,8.0,14.0,,,0.0,1.0,0.0,4.0,431,8762
20260729,Los Cabos,Hard,A,R16,Tomic B.,Khachanov K.,164.0,39.0,6-2 6-4,,,5.0,4.0,1.0,6.0,58.0,60.0,30.0,21.0,23.0,13.0,13.0,20.0,,,3.0,4.0,4.0,8.0,3145,435
20260729,Los Cabos,Hard,A,R16,Wong C.,Lehecka J.,93.0,14.0,1-6 6-3 6-4,,,16.0,11.0,5.0,2.0,84.0,67.0,44.0,38.0,33.0,29.0,23.0,19.0,,,4.0,3.0,6.0,5.0,2227,2959
20260729,Los Cabos,Hard,A,R32,Shapovalov D.,Hijikata R.,48.0,95.0,2-6 6-3 6-2,,,6.0,1.0,9.0,8.0,81.0,83.0,39.0,38.0,30.0,25.0,21.0,22.0,,,5.0,8.0,8.0,12.0,431,3317
20260729,Los Cabos,Hard,A,R32,Svrcina D.,Walton A.,114.0,98.0,6.2-7.7 7.7-6.2 6-3,,,3.0,5.0,12.0,4.0,118.0,125.0,65.0,66.0,41.0,37.0,21.0,27.0,,,5.0,9.0,11.0,16.0,1754,10070
20260729,Los Cabos,Hard,A,R32,Zheng M.,Landaluce M.,110.0,67.0,6-4 6-3,,,0.0,0.0,2.0,8.0,66.0,66.0,32.0,35.0,26.0,24.0,14.0,9.0,,,5.0,6.0,7.0,10.0,9515,39864
20260729,Washington,Hard,A,R16,Fritz T.,Majchrzak K.,9.0,68.0,6-3 6-4,,,14.0,6.0,3.0,2.0,47.0,74.0,31.0,40.0,28.0,26.0,12.0,18.0,,,0.0,8.0,0.0,10.0,2832,1096
20260729,Washington,Hard,A,R16,Jodar R.,Nishikori K.,11.0,479.0,6-3 6-2,,,3.0,0.0,2.0,2.0,57.0,45.0,29.0,21.0,22.0,15.0,18.0,10.0,,,3.0,0.0,3.0,3.0,50323,2985
20260729,Washington,Hard,A,R16,Michelsen A.,Mannarino A.,41.0,52.0,6-4 7.7-6.3,,,11.0,1.0,3.0,3.0,78.0,65.0,43.0,35.0,34.0,26.0,21.0,18.0,,,7.0,2.0,8.0,4.0,10884,438
20260729,Washington,Hard,A,R16,Musetti L.,Vukic A.,15.0,99.0,6-3 5-7 6-3,,,8.0,8.0,3.0,2.0,86.0,104.0,47.0,59.0,36.0,35.0,20.0,26.0,,,5.0,11.0,8.0,16.0,2849,360
20260729,Washington,Hard,A,R32,De Minaur A.,Tsitsipas S.,8.0,49.0,6-4 3-6 6-3,,,4.0,8.0,8.0,3.0,91.0,89.0,57.0,44.0,45.0,29.0,15.0,25.0,,,5.0,3.0,7.0,6.0,1106,1906
20260730,Los Cabos,Hard,A,QF,Gea A.,Cerundolo F.,85.0,25.0,6.11-7.13 6-4 6-0,,,2.0,4.0,6.0,0.0,104.0,102.0,55.0,76.0,43.0,47.0,29.0,14.0,,,4.0,3.0,5.0,8.0,9210,1104
20260730,Los Cabos,Hard,A,QF,Wong C.,Brooksby J.,93.0,74.0,6-1 7-5,,,7.0,2.0,1.0,1.0,65.0,54.0,38.0,32.0,31.0,22.0,14.0,10.0,,,4.0,8.0,4.0,11.0,2227,2169
20260730,Los Cabos,Hard,A,R16,Norrie C.,Duckworth J.,35.0,86.0,6-4 6-4,,,4.0,6.0,3.0,5.0,52.0,62.0,31.0,25.0,26.0,18.0,11.0,15.0,,,2.0,5.0,4.0,9.0,1103,1900
20260730,Los Cabos Open,Hard,A,R64,Cerundolo F.,Boyer T.,20.0,162.0,6-7 4-3,,,,,,,,,,,,,,,,,,,,,,
20260730,Los Cabos Open,Hard,A,R64,Svrcina D.,Darderi L.,116.0,23.0,3-0,,,,,,,,,,,,,,,,,,,,,,
20260730,Washington,Hard,A,R16,De Minaur A.,Hewitt C.,8.0,376.0,6-2 6-3,,,6.0,1.0,2.0,3.0,46.0,47.0,28.0,27.0,21.0,15.0,9.0,8.0,,,2.0,2.0,3.0,7.0,1106,76018
20260730,Washington,Hard,A,R16,Nakashima B.,Mensik J.,22.0,16.0,7.7-6.5 3-6 6-4,,,12.0,15.0,4.0,7.0,97.0,97.0,62.0,55.0,49.0,45.0,18.0,23.0,,,4.0,1.0,6.0,3.0,2838,902
20260730,Washington,Hard,A,R16,Shelton B.,Humbert U.,6.0,30.0,6.3-7.7 6-3 6-4,,,8.0,7.0,4.0,5.0,99.0,96.0,62.0,56.0,49.0,44.0,21.0,18.0,,,5.0,5.0,6.0,8.0,2973,1105
20260730,Washington,Hard,A,R16,Tabilo A.,Atmane T.,29.0,45.0,6-3 7.8-6.6,,,11.0,7.0,4.0,3.0,68.0,67.0,41.0,37.0,34.0,30.0,14.0,15.0,,,2.0,2.0,2.0,4.0,2982,13091
20260731,Los Cabos,Hard,A,QF,Norrie C.,Tomic B.,35.0,164.0,6-1 6-0,,,1.0,7.0,2.0,5.0,30.0,57.0,18.0,32.0,16.0,15.0,8.0,7.0,,,0.0,9.0,0.0,15.0,1103,3145
20260731,Los Cabos,Hard,A,QF,Shapovalov D.,Svrcina D.,48.0,114.0,6-4 6-2,,,1.0,2.0,8.0,6.0,51.0,73.0,29.0,37.0,20.0,18.0,8.0,16.0,,,2.0,10.0,5.0,16.0,431,1754
20260731,Los Cabos,Hard,A,SF,Gea A.,Wong C.,85.0,93.0,7.9-6.7 6-3,,,3.0,7.0,5.0,5.0,74.0,70.0,39.0,43.0,28.0,29.0,21.0,13.0,,,4.0,4.0,6.0,8.0,9210,2227
20260731,Washington,Hard,A,QF,Fritz T.,Michelsen A.,9.0,41.0,6-1 3-6 7.8-6.6,,,15.0,5.0,3.0,7.0,85.0,91.0,51.0,56.0,43.0,41.0,17.0,15.0,,,8.0,3.0,10.0,6.0,2832,10884
20260731,Washington,Hard,A,QF,Jodar R.,Musetti L.,11.0,15.0,1-6 6-1 6-4,,,5.0,3.0,3.0,6.0,72.0,79.0,47.0,35.0,36.0,26.0,13.0,21.0,,,6.0,7.0,8.0,10.0,50323,2849
20260731,Washington,Hard,A,QF,Nakashima B.,De Minaur A.,22.0,8.0,7.7-6.5 6-4,,,10.0,5.0,3.0,2.0,93.0,65.0,54.0,35.0,45.0,23.0,15.0,19.0,,,6.0,2.0,7.0,4.0,2838,1106
20260731,Washington,Hard,A,QF,Tabilo A.,Shelton B.,29.0,6.0,4-6 7-5 6-4,,,6.0,5.0,4.0,3.0,92.0,88.0,56.0,55.0,45.0,43.0,16.0,15.0,,,4.0,2.0,7.0,6.0,2982,2973
20260801,Los Cabos,Hard,A,F,Gea A.,Shapovalov D.,85.0,48.0,6-3 6-4,,,1.0,2.0,4.0,9.0,67.0,52.0,38.0,31.0,28.0,23.0,16.0,9.0,,,6.0,4.0,7.0,7.0,9210,431
20260801,Los Cabos,Hard,A,SF,Shapovalov D.,Norrie C.,48.0,35.0,6-3 5-7 6-4,,,9.0,1.0,3.0,6.0,105.0,93.0,66.0,46.0,44.0,31.0,26.0,27.0,,,9.0,5.0,11.0,8.0,431,1103
20260801,Montreal,Hard,A,Q,Bonzi B.,Dellien H.,100.0,141.0,7-5 6-2,,,5.0,2.0,4.0,1.0,67.0,73.0,44.0,52.0,33.0,30.0,14.0,12.0,,,3.0,6.0,3.0,9.0,1771,2980
20260801,Montreal,Hard,A,Q,D. Chan,Gaston H.,486.0,97.0,2-6 7-5 6-3,,,3.0,1.0,8.0,6.0,87.0,97.0,48.0,47.0,34.0,27.0,18.0,27.0,,,1.0,8.0,5.0,13.0,38792,1102
20260801,Montreal,Hard,A,Q,Damm M.,Rocha H.,94.0,126.0,6-3 7.7-6.3,,,13.0,6.0,3.0,4.0,73.0,66.0,40.0,39.0,32.0,32.0,24.0,14.0,,,3.0,2.0,3.0,3.0,1317,827
20260801,Montreal,Hard,A,Q,Droguet T.,Svrcina D.,111.0,114.0,4-6 6-3 6-4,,,8.0,4.0,4.0,6.0,94.0,88.0,62.0,48.0,48.0,35.0,14.0,21.0,,,3.0,6.0,5.0,9.0,8926,1754
20260801,Montreal,Hard,A,Q,Fearnley J.,Ofner S.,107.0,127.0,7.7-6.3 6-2,,,5.0,6.0,2.0,5.0,58.0,74.0,39.0,37.0,28.0,28.0,13.0,10.0,,,3.0,5.0,5.0,9.0,12951,359
20260801,Montreal,Hard,A,Q,Giron M.,Llamas Ruiz P.,83.0,130.0,2-6 6-3 6-1,,,4.0,6.0,2.0,2.0,82.0,70.0,45.0,41.0,27.0,27.0,19.0,11.0,,,6.0,1.0,9.0,6.0,1766,987
20260801,Montreal,Hard,A,Q,Jacquet K.,Shevchenko A.,119.0,89.0,4-6 6-4 6-3,,,4.0,3.0,6.0,5.0,114.0,86.0,55.0,45.0,41.0,32.0,25.0,19.0,,,15.0,3.0,18.0,7.0,1335,566
20260801,Montreal,Hard,A,Q,Mejia N.,Trungelliti M.,122.0,91.0,7.7-6.5 3-6 6-1,,,7.0,11.0,4.0,11.0,103.0,85.0,68.0,39.0,49.0,33.0,15.0,20.0,,,6.0,3.0,8.0,6.0,7641,395
20260801,Montreal,Hard,A,Q,Mochizuki S.,Sweeny D.,112.0,124.0,1-6 7.7-6.5 6-3,,,2.0,3.0,6.0,6.0,100.0,101.0,46.0,54.0,33.0,38.0,26.0,21.0,,,10.0,6.0,15.0,9.0,1880,1308
20260801,Montreal,Hard,A,Q,O Connell C.,Faria J.,129.0,79.0,6.8-7.10 6-2 6-4,,,9.0,8.0,0.0,7.0,97.0,102.0,60.0,61.0,47.0,39.0,21.0,23.0,,,6.0,8.0,7.0,12.0,421,824
20260801,Montreal,Hard,A,Q,Shimabukuro S.,Budkov Kjaer N.,90.0,155.0,6-3 6-4,,,3.0,2.0,2.0,5.0,61.0,53.0,32.0,33.0,19.0,16.0,15.0,6.0,,,7.0,1.0,11.0,7.0,9608,55163
20260801,Montreal,Hard,A,Q,Tsitsipas S.,K. Rice,49.0,591.0,6-3 6-4,,,4.0,4.0,4.0,1.0,55.0,51.0,27.0,33.0,25.0,27.0,16.0,7.0,,,1.0,4.0,1.0,6.0,1906,38846
20260801,Montreal,Hard,A,Q,Vukic A.,T. Barrios Vera,99.0,147.0,7.7-6.4 6-2,,,10.0,3.0,0.0,1.0,68.0,80.0,37.0,42.0,30.0,26.0,16.0,16.0,,,4.0,10.0,6.0,14.0,360,396
20260801,Montreal,Hard,A,Q,Walton A.,J. Boulais,98.0,398.0,7-5 7.7-6.4,,,9.0,5.0,3.0,7.0,73.0,82.0,51.0,38.0,39.0,29.0,13.0,24.0,,,2.0,6.0,3.0,8.0,10070,5767
20260801,Montreal,Hard,A,Q,Zheng M.,Nishikori K.,110.0,479.0,6-3 6-1,,,3.0,0.0,0.0,3.0,44.0,47.0,20.0,19.0,17.0,12.0,14.0,8.0,,,3.0,4.0,4.0,9.0,9515,2985
20260801,Washington,Hard,A,SF,Fritz T.,Nakashima B.,9.0,22.0,6-3 3-6 6-3,,,13.0,14.0,2.0,2.0,76.0,77.0,45.0,47.0,36.0,37.0,20.0,15.0,,,3.0,1.0,4.0,3.0,2832,2838
20260801,Washington,Hard,A,SF,Jodar R.,Tabilo A.,11.0,29.0,6.6-7.8 6-4 6-4,,,6.0,5.0,7.0,2.0,94.0,99.0,53.0,61.0,43.0,48.0,28.0,21.0,,,1.0,4.0,1.0,6.0,50323,2982
20260802,Montreal,Hard,M,R128,Munar J.,Hijikata R.,46.0,95.0,7.7-6.3 6-3,,,4.0,2.0,2.0,2.0,73.0,57.0,48.0,34.0,33.0,22.0,12.0,9.0,,,6.0,1.0,9.0,5.0,2083,3317
20260802,Montreal,Hard,M,R128,Shang J.,Vallejo D.,228.0,70.0,6-3 6-3,,,1.0,4.0,2.0,5.0,42.0,73.0,27.0,35.0,22.0,23.0,11.0,16.0,,,0.0,3.0,1.0,7.0,2413,9217
20260803,Montreal,Hard,M,R128,Altmaier D.,Vukic A.,65.0,99.0,6.2-7.7 7.7-6.5 6-4,,,11.0,6.0,7.0,3.0,122.0,123.0,70.0,68.0,48.0,50.0,29.0,25.0,,,9.0,4.0,12.0,8.0,1099,360
20260803,Montreal,Hard,M,R128,Borges N.,Kovacevic A.,47.0,96.0,6.7-7.9 6-2 6-4,,,16.0,4.0,4.0,7.0,93.0,107.0,63.0,52.0,49.0,37.0,18.0,26.0,,,4.0,4.0,5.0,8.0,358,2978
20260803,Montreal,Hard,M,R128,Cilic M.,Shimabukuro S.,80.0,90.0,7.7-6.2 6-1,,,2.0,6.0,2.0,0.0,58.0,59.0,30.0,33.0,24.0,23.0,20.0,12.0,,,4.0,1.0,4.0,4.0,2167,9608
20260803,Montreal,Hard,M,R128,Diallo G.,Jacquet K.,105.0,119.0,6.1-7.7 6-3 6-2,,,5.0,2.0,2.0,4.0,87.0,83.0,57.0,45.0,44.0,33.0,18.0,19.0,,,0.0,2.0,0.0,5.0,9909,1335
20260803,Montreal,Hard,M,R128,Droguet T.,Van Assche L.,111.0,54.0,6-4 2-6 7.9-6.7,,,9.0,3.0,4.0,6.0,102.0,109.0,61.0,72.0,43.0,50.0,21.0,16.0,,,1.0,6.0,5.0,9.0,8926,1066
20260803,Montreal,Hard,M,R128,Duckworth J.,O Connell C.,86.0,129.0,6-3 6-1,,,6.0,3.0,3.0,1.0,51.0,48.0,30.0,24.0,25.0,15.0,13.0,10.0,,,5.0,3.0,5.0,7.0,1900,421
