player_name,team_abbr,position,position_family,overall,trait_grade,performance_grade,performance_weight,availability_adjustment,macabets_rating,rating_confidence,rating_source,roster_status,injury_status,gsis_id,depth_chart_team_override
Quinton Bohanna,JAX,DT,DL,67.0,68.15,,0.0,0.0,68.15,baseline,Madden 27 baseline,ACT,,00-0036649,False
Brady Boyd,JAX,WR,WR,65.0,67.73,,0.0,0.0,67.73,baseline,Madden 27 baseline,ACT,,00-0041205,False
Christian Braswell,JAX,CB,DB,66.0,67.63,,0.0,0.0,67.63,baseline,Madden 27 baseline,ACT,,00-0038616,False
Rayuan Lane III,JAX,FS,DB,66.0,67.63,,0.0,0.0,67.63,baseline,Madden 27 baseline,ACT,,00-0040213,False
Austin Trammell,JAX,WR,WR,65.0,67.72,58.23849372384937,0.013333333333333334,0.0,67.59,baseline,Madden 27 + nflverse performance,ACT,,00-0036841,False
Nate Boerkircher,JAX,TE,TE,67.0,67.43,,0.0,0.0,67.43,baseline,Madden 27 baseline,ACT,,00-0041503,False
Parker Hughes,JAX,LB,LB,66.0,67.36,,0.0,0.0,67.36,baseline,Madden 27 baseline,ACT,,00-0041127,False
Tim Jones,JAX,WR,WR,64.0,67.0,53.31589958158996,0.0013333333333333335,0.0,66.98,baseline,Madden 27 + nflverse performance,ACT,,00-0036497,False
Danny Striggow,JAX,EDGE,DL,65.0,66.9,,0.0,0.0,66.9,baseline,Madden 27 baseline,ACT,,00-0040342,False
Bryan Thomas Jr.,JAX,EDGE,DL,65.0,66.79,,0.0,0.0,66.79,baseline,Madden 27 baseline,ACT,,00-0041218,False
Matt Dickerson,JAX,DT,DL,65.0,66.52,,0.0,0.0,66.52,baseline,Madden 27 baseline,ACT,,00-0034657,False
Hunter Long,JAX,TE,TE,65.0,66.2,71.7095588235294,0.028333333333333335,0.0,66.36,baseline,Madden 27 + nflverse performance,ACT,,00-0037004,False
Devon Marshall,JAX,CB,DB,64.0,66.24,,0.0,0.0,66.24,baseline,Madden 27 baseline,ACT,,00-0041212,False
Tanner Koziol,JAX,TE,TE,65.0,66.02,,0.0,0.0,66.02,baseline,Madden 27 baseline,ACT,,00-0041084,False
BJ Green II,JAX,EDGE,DL,64.0,65.91,,0.0,0.0,65.91,baseline,Madden 27 baseline,ACT,,00-0040329,False
Jalen McLeod,JAX,LB,LB,64.0,65.8,,0.0,0.0,65.8,baseline,Madden 27 baseline,ACT,,00-0040209,False
Yasir Abdullah,JAX,LB,LB,64.0,65.38,,0.0,0.0,65.38,baseline,Madden 27 baseline,ACT,,00-0038580,False
Jonah Monheim,JAX,C,OL,63.0,65.38,,0.0,0.0,65.38,baseline,Madden 27 baseline,ACT,,00-0040227,False
Trevian Thomas,JAX,CB,DB,63.0,65.1,,0.0,0.0,65.1,baseline,Madden 27 baseline,ACT,,00-0040295,False
Garrett DiGiorgio,JAX,RG,OL,62.0,64.67,,0.0,0.0,64.67,baseline,Madden 27 baseline,ACT,,00-0041208,False
Quintin Morris,JAX,TE,TE,63.0,64.2,66.7904411764706,0.015,0.0,64.24,baseline,Madden 27 + nflverse performance,ACT,,00-0036590,False
Branson Combs,JAX,LB,LB,62.0,64.02,,0.0,0.0,64.02,baseline,Madden 27 baseline,ACT,,00-0040326,False
Joey Aguilar,JAX,QB,QB,61.0,64.0,,0.0,0.0,64.0,baseline,Madden 27 baseline,ACT,,00-0041203,False
Nick Mullens,JAX,QB,QB,61.0,64.0,56.17962962962963,0.0012000000000000001,0.0,63.99,baseline,Madden 27 + nflverse performance,ACT,,00-0033319,False
Carter Bradley,JAX,QB,QB,59.0,62.0,,0.0,0.0,62.0,baseline,Madden 27 baseline,ACT,,00-0039534,False
Cam'Ron Silmon-Craig,JAX,SS,DB,59.0,61.68,,0.0,0.0,61.68,baseline,Madden 27 baseline,ACT,,00-0040339,False
Ricky Lee,JAX,RT,OL,57.0,59.35,,0.0,0.0,59.35,baseline,Madden 27 baseline,ACT,,00-0038776,False
Creed Humphrey,KC,C,OL,95.0,94.49,,0.0,0.0,94.49,baseline,Madden 27 baseline,ACT,,00-0036623,False
Chris Jones,KC,DT,DL,94.0,93.0,,0.0,0.0,93.0,baseline,Madden 27 baseline,ACT,,00-0032762,False
Patrick Mahomes,KC,QB,QB,93.0,92.56,84.95123456790124,0.2,0.0,91.04,medium,Madden 27 + nflverse performance,ACT,,00-0033873,False
Trey Smith,KC,RG,OL,91.0,90.19,,0.0,0.0,90.19,baseline,Madden 27 baseline,ACT,,00-0036660,False
Kenneth Walker,KC,HB,RB,90.0,89.99,85.74367088607595,0.1768,0.0,89.24,medium,Madden 27 + nflverse performance,ACT,,00-0038134,False
Travis Kelce,KC,TE,TE,91.0,88.0,92.38235294117648,0.18000000000000002,0.0,88.79,medium,Madden 27 + nflverse performance,ACT,,00-0030506,False
Drue Tranquill,KC,LB,LB,89.0,88.17,,0.0,0.0,88.17,baseline,Madden 27 baseline,ACT,,00-0035262,False
Rashee Rice,KC,WR,WR,85.0,85.53,86.21966527196652,0.10400000000000001,0.0,85.6,medium,Madden 27 + nflverse performance,ACT,,00-0039067,False
Harrison Butker,KC,K,ST,81.0,84.0,,0.0,0.0,84.0,baseline,Madden 27 baseline,ACT,,00-0033303,False
Josh Simmons,KC,LT,OL,81.0,81.37,,0.0,0.0,81.37,baseline,Madden 27 baseline,ACT,,00-0040116,False
Nick Bolton,KC,LB,LB,81.0,81.3,,0.0,0.0,81.3,baseline,Madden 27 baseline,ACT,,00-0036621,False
George Karlaftis,KC,EDGE,DL,81.0,81.16,,0.0,0.0,81.16,baseline,Madden 27 baseline,ACT,,00-0037192,False
L'Jarius Sneed,KC,CB,DB,80.0,80.66,,0.0,0.0,80.66,baseline,Madden 27 baseline,ACT,,00-0036374,False
Xavier Worthy,KC,WR,WR,79.0,79.71,81.90167364016736,0.09733333333333334,0.0,79.92,baseline,Madden 27 + nflverse performance,ACT,,00-0039894,False
Mansoor Delane,KC,CB,DB,79.0,79.49,,0.0,0.0,79.49,baseline,Madden 27 baseline,ACT,,00-0041543,False
Alohi Gilman,KC,FS,DB,79.0,78.82,,0.0,0.0,78.82,baseline,Madden 27 baseline,ACT,,00-0036380,False
Kristian Fulton,KC,CB,DB,77.0,78.29,,0.0,0.0,78.29,baseline,Madden 27 baseline,ACT,,00-0036416,False
Matt Araiza,KC,P,ST,75.0,78.0,,0.0,0.0,78.0,baseline,Madden 27 baseline,ACT,,00-0037284,False
R Mason Thomas,KC,EDGE,DL,77.0,77.31,,0.0,0.0,77.31,baseline,Madden 27 baseline,ACT,,00-0041501,False
Tyquan Thornton,KC,WR,WR,75.0,76.95,77.96443514644352,0.04933333333333334,0.0,77.0,baseline,Madden 27 + nflverse performance,ACT,,00-0038104,False
Kader Kohou,KC,CB,DB,76.0,76.76,,0.0,0.0,76.76,baseline,Madden 27 baseline,ACT,,00-0037353,False
Chamarri Conner,KC,FS,DB,76.0,76.47,,0.0,0.0,76.47,baseline,Madden 27 baseline,ACT,,00-0038982,False
Peter Woods,KC,DT,DL,76.0,76.44,,0.0,0.0,76.44,baseline,Madden 27 baseline,ACT,,00-0041545,False
Brashard Smith,KC,HB,RB,74.0,76.51,72.78481012658227,0.0352,0.0,76.38,baseline,Madden 27 + nflverse performance,ACT,,00-0040078,False
Kingsley Suamataia,KC,LG,OL,75.0,76.01,,0.0,0.0,76.01,baseline,Madden 27 baseline,ACT,,00-0039844,False
Nohl Williams,KC,CB,DB,74.0,75.52,,0.0,0.0,75.52,baseline,Madden 27 baseline,ACT,,00-0040670,False
Khyiris Tonga,KC,DT,DL,73.0,74.02,,0.0,0.0,74.02,baseline,Madden 27 baseline,ACT,,00-0036909,False
Jadon Canady,KC,SS,DB,73.0,73.83,,0.0,0.0,73.83,baseline,Madden 27 baseline,ACT,,00-0041497,False
Jaden Hicks,KC,SS,DB,73.0,73.8,,0.0,0.0,73.8,baseline,Madden 27 baseline,ACT,,00-0039825,False
Felix Anudike-Uzomah,KC,EDGE,DL,73.0,73.68,,0.0,0.0,73.68,baseline,Madden 27 baseline,ACT,,00-0039006,False
Kaiir Elam,KC,CB,DB,72.0,73.31,,0.0,0.0,73.31,baseline,Madden 27 baseline,ACT,,00-0037242,False
Ashton Gillotte,KC,EDGE,DL,72.0,73.09,,0.0,0.0,73.09,baseline,Madden 27 baseline,ACT,,00-0040640,False
Jalen Royals,KC,WR,WR,71.0,73.15,53.51673640167365,0.004,0.0,73.07,baseline,Madden 27 + nflverse performance,ACT,,00-0040646,False
Emari Demercado,KC,HB,RB,70.0,73.0,73.32278481012658,0.0352,0.0,73.01,baseline,Madden 27 + nflverse performance,ACT,,00-0038705,False
Jaylon Moore,KC,RT,OL,71.0,72.86,,0.0,0.0,72.86,baseline,Madden 27 baseline,ACT,,00-0036557,False
Justin Fields,KC,QB,QB,70.0,72.33,75.99444444444444,0.0816,0.0,72.63,baseline,Madden 27 + nflverse performance,ACT,,00-0036945,False
Noah Gray,KC,TE,TE,73.0,72.62,71.11029411764706,0.061666666666666675,0.0,72.53,baseline,Madden 27 + nflverse performance,ACT,,00-0036637,False
Omarr Norman-Lott,KC,DT,DL,71.0,72.38,,0.0,0.0,72.38,baseline,Madden 27 baseline,ACT,,00-0040748,False
James Winchester,KC,LS,ST,75.0,72.0,,0.0,0.0,72.0,baseline,Madden 27 baseline,ACT,,00-0030615,False
Cyrus Allen,KC,WR,WR,70.0,71.92,,0.0,0.0,71.92,baseline,Madden 27 baseline,ACT,,00-0040890,False
Emmett Johnson,KC,HB,RB,68.0,71.0,,0.0,0.0,71.0,baseline,Madden 27 baseline,ACT,,00-0041013,False
Jaydn Ott,KC,HB,RB,67.0,70.0,,0.0,0.0,70.0,baseline,Madden 27 baseline,ACT,,00-0040959,False
Nikko Remigio,KC,WR,WR,67.0,69.65,55.44560669456067,0.0013333333333333335,0.0,69.63,baseline,Madden 27 + nflverse performance,ACT,,00-0038519,False
Jared Wiley,KC,TE,TE,69.0,69.4,54.4375,0.0016666666666666668,0.0,69.38,baseline,Madden 27 + nflverse performance,ACT,,00-0039824,False
Jason Brownlee,KC,WR,WR,67.0,69.21,50.979079497907954,0.0013333333333333335,0.0,69.19,baseline,Madden 27 + nflverse performance,ACT,,00-0038492,False
Jeff Caldwell,KC,WR,WR,67.0,69.05,,0.0,0.0,69.05,baseline,Madden 27 baseline,ACT,,00-0040953,False
Marcus Harris,KC,DT,DL,67.0,69.04,,0.0,0.0,69.04,baseline,Madden 27 baseline,ACT,,00-0040201,False
Omari Evans,KC,WR,WR,66.0,68.95,,0.0,0.0,68.95,baseline,Madden 27 baseline,ACT,,00-0040954,False
Chris Roland-Wallace,KC,FS,DB,67.0,68.93,,0.0,0.0,68.93,baseline,Madden 27 baseline,,,,False
Jeffrey Bassa,KC,LB,LB,67.0,68.7,,0.0,0.0,68.7,baseline,Madden 27 baseline,ACT,,00-0040072,False
Hunter Nourzad,KC,C,OL,66.0,68.1,,0.0,0.0,68.1,baseline,Madden 27 baseline,ACT,,00-0039827,False
Mike Caliendo,KC,RG,OL,65.0,67.14,,0.0,0.0,67.14,baseline,Madden 27 baseline,ACT,,00-0037207,False
Cole Brevard,KC,DT,DL,65.0,67.0,,0.0,0.0,67.0,baseline,Madden 27 baseline,ACT,,00-0040952,False
Tyreke Smith,KC,EDGE,DL,65.0,66.98,,0.0,0.0,66.98,baseline,Madden 27 baseline,ACT,,00-0037080,False
C.J. Hanson,KC,LG,OL,64.0,66.11,,0.0,0.0,66.11,baseline,Madden 27 baseline,ACT,,00-0039833,False
Garrett Nussmeier,KC,QB,QB,63.0,66.0,,0.0,0.0,66.0,baseline,Madden 27 baseline,ACT,,00-0040906,False
Kevin Knowles,KC,CB,DB,64.0,65.83,,0.0,0.0,65.83,baseline,Madden 27 baseline,ACT,,00-0040089,False
Cooper McDonald,KC,LB,LB,64.0,65.74,,0.0,0.0,65.74,baseline,Madden 27 baseline,ACT,,00-0040118,False
Matt Waletzko,KC,RT,OL,64.0,65.69,,0.0,0.0,65.69,baseline,Madden 27 baseline,ACT,,00-0037266,False
Wesley Bissainthe,KC,LB,LB,64.0,65.51,,0.0,0.0,65.51,baseline,Madden 27 baseline,ACT,,00-0040951,False
Ethan Downs,KC,EDGE,DL,63.0,65.29,,0.0,0.0,65.29,baseline,Madden 27 baseline,ACT,,00-0040328,False
Zelmar Vedder,KC,CB,DB,63.0,65.13,,0.0,0.0,65.13,baseline,Madden 27 baseline,ACT,,00-0040966,False
Vincent Anthony Jr.,KC,EDGE,DL,63.0,65.0,,0.0,0.0,65.0,baseline,Madden 27 baseline,ACT,,00-0040950,False
Xavier Nwankpa,KC,FS,DB,63.0,64.63,,0.0,0.0,64.63,baseline,Madden 27 baseline,ACT,,00-0040957,False
Jake Briningstool,KC,TE,TE,63.0,64.6,,0.0,0.0,64.6,baseline,Madden 27 baseline,ACT,,00-0040081,False
Kahlil Benson,KC,RT,OL,62.0,64.33,,0.0,0.0,64.33,baseline,Madden 27 baseline,ACT,,00-0041019,False
Ethan Driskell,KC,LT,OL,62.0,63.97,,0.0,0.0,63.97,baseline,Madden 27 baseline,ACT,,00-0039317,False
Cole Christiansen,KC,LB,LB,62.0,63.74,,0.0,0.0,63.74,baseline,Madden 27 baseline,ACT,,00-0035900,False
Esa Pole,KC,LT,OL,61.0,63.59,,0.0,0.0,63.59,baseline,Madden 27 baseline,ACT,,00-0040092,False
Jack Cochrane,KC,LB,LB,62.0,63.52,,0.0,0.0,63.52,baseline,Madden 27 baseline,ACT,,00-0037208,False
John Michael Gyllenborg,KC,TE,TE,62.0,63.5,,0.0,0.0,63.5,baseline,Madden 27 baseline,ACT,,00-0040955,False
Josh Thompson,KC,RG,OL,60.0,63.0,,0.0,0.0,63.0,baseline,Madden 27 baseline,ACT,,00-0040965,False
Pete Nygra,KC,C,OL,59.0,62.0,,0.0,0.0,62.0,baseline,Madden 27 baseline,ACT,,00-0040958,False
Chris Oladokun,KC,QB,QB,55.0,58.0,63.21666666666666,0.022000000000000002,0.0,58.11,baseline,Madden 27 + nflverse performance,ACT,,00-0037324,False
Myles Garrett,LA,EDGE,DL,99.0,97.84,,0.0,0.0,97.84,baseline,Madden 27 baseline,ACT,,00-0033868,False
Puka Nacua,LA,WR,WR,98.0,97.23,94.65062761506275,0.2,0.0,96.71,medium,Madden 27 + nflverse performance,ACT,,00-0039075,False
Matthew Stafford,LA,QB,QB,99.0,96.88,82.99444444444444,0.2,0.0,94.1,medium,Madden 27 + nflverse performance,ACT,,00-0026498,False
Trent McDuffie,LA,CB,DB,94.0,93.31,,0.0,0.0,93.31,baseline,Madden 27 baseline,ACT,,00-0037191,False
Davante Adams,LA,WR,WR,90.0,90.19,88.85564853556485,0.15200000000000002,0.0,89.99,medium,Madden 27 + nflverse performance,ACT,,00-0031381,False
Kyren Williams,LA,HB,RB,89.0,88.67,92.00000000000003,0.2,0.0,89.34,medium,Madden 27 + nflverse performance,ACT,,00-0037840,False
Kevin Dotson,LA,RG,OL,90.0,89.28,,0.0,0.0,89.28,baseline,Madden 27 baseline,ACT,,00-0036339,False
Alaric Jackson,LA,LT,OL,85.0,85.77,,0.0,0.0,85.77,baseline,Madden 27 baseline,ACT,,00-0036603,False
Nate Landman,LA,LB,LB,86.0,85.48,,0.0,0.0,85.48,baseline,Madden 27 baseline,ACT,,00-0037587,False
Kobie Turner,LA,DT,DL,85.0,84.84,,0.0,0.0,84.84,baseline,Madden 27 baseline,ACT,,00-0039138,False
Byron Young,LA,EDGE,DL,84.0,83.71,,0.0,0.0,83.71,baseline,Madden 27 baseline,ACT,,00-0039137,False
Ethan Evans,LA,P,ST,80.0,83.0,,0.0,0.0,83.0,baseline,Madden 27 baseline,ACT,,00-0039059,False
Poona Ford,LA,DT,DL,83.0,82.45,,0.0,0.0,82.45,baseline,Madden 27 baseline,ACT,,00-0034234,False
Kam Curl,LA,SS,DB,83.0,81.79,,0.0,0.0,81.79,baseline,Madden 27 baseline,ACT,,00-0036349,False
Quentin Lake,LA,SS,DB,82.0,81.55,,0.0,0.0,81.55,baseline,Madden 27 baseline,ACT,,00-0037841,False
Kamren Kinchens,LA,FS,DB,81.0,81.01,,0.0,0.0,81.01,baseline,Madden 27 baseline,ACT,,00-0039834,False
Braden Fiske,LA,DT,DL,80.0,80.21,,0.0,0.0,80.21,baseline,Madden 27 baseline,ACT,,00-0039734,False
Blake Corum,LA,HB,RB,78.0,79.87,79.85126582278481,0.11599999999999999,0.0,79.87,medium,Madden 27 + nflverse performance,ACT,,00-0039738,False
Steve Avila,LA,LG,OL,79.0,79.79,,0.0,0.0,79.79,baseline,Madden 27 baseline,ACT,,00-0039058,False
Jaylen Watson,LA,CB,DB,79.0,79.53,,0.0,0.0,79.53,baseline,Madden 27 baseline,ACT,,00-0037195,False
Harrison Mevis,LA,K,ST,76.0,79.0,,0.0,0.0,79.0,baseline,Madden 27 baseline,ACT,,00-0039498,False
Coleman Shelton,LA,C,OL,78.0,78.94,,0.0,0.0,78.94,baseline,Madden 27 baseline,ACT,,00-0034114,False
Omar Speights,LA,LB,LB,78.0,78.35,,0.0,0.0,78.35,baseline,Madden 27 baseline,ACT,,00-0039774,False
Emmanuel Forbes Jr,LA,CB,DB,75.0,75.83,,0.0,0.0,75.83,baseline,Madden 27 baseline,ACT,,00-0039151,False
Josaiah Stewart,LA,EDGE,DL,74.0,74.78,,0.0,0.0,74.78,baseline,Madden 27 baseline,ACT,,00-0040580,False
Tyler Davis,LA,DT,DL,74.0,74.74,,0.0,0.0,74.74,baseline,Madden 27 baseline,ACT,,00-0039749,False
Jarquez Hunter,LA,HB,RB,72.0,74.74,,0.0,0.0,74.74,baseline,Madden 27 baseline,ACT,,00-0040692,False
Warren McClendon Jr,LA,RT,OL,73.0,74.42,,0.0,0.0,74.42,baseline,Madden 27 baseline,ACT,,00-0039077,False
Colby Parkinson,LA,TE,TE,73.0,73.11,86.02941176470588,0.09333333333333334,0.0,74.32,baseline,Madden 27 + nflverse performance,ACT,,00-0036244,False
Tyler Higbee,LA,TE,TE,74.0,73.81,79.47426470588236,0.06,0.0,74.15,baseline,Madden 27 + nflverse performance,ACT,,00-0033110,False
Ty Simpson,LA,QB,QB,71.0,74.0,,0.0,0.0,74.0,baseline,Madden 27 baseline,RES,,00-0041568,False
Jordan Whittington,LA,WR,WR,72.0,73.77,68.13179916317992,0.03333333333333333,0.0,73.58,baseline,Madden 27 + nflverse performance,ACT,,00-0039751,False
Tyler Scott,LA,WR,WR,71.0,73.18,,0.0,0.0,73.18,baseline,Madden 27 baseline,ACT,,00-0038941,False
Konata Mumpfield,LA,WR,WR,71.0,73.21,66.74686192468619,0.030666666666666665,0.0,73.01,baseline,Madden 27 + nflverse performance,ACT,,00-0040590,False
Keagen Trost,LA,RT,OL,71.0,72.87,,0.0,0.0,72.87,baseline,Madden 27 baseline,ACT,,00-0041394,False
Beaux Limmer,LA,LG,OL,71.0,72.25,,0.0,0.0,72.25,baseline,Madden 27 baseline,ACT,,00-0039753,False
Ty Hamilton,LA,DT,DL,71.0,71.88,,0.0,0.0,71.88,baseline,Madden 27 baseline,ACT,,00-0040585,False
Xavier Smith,LA,WR,WR,68.0,70.7,68.94142259414225,0.032,0.0,70.64,baseline,Madden 27 + nflverse performance,ACT,,00-0038359,False
Jaylen McCollough,LA,SS,DB,69.0,70.6,,0.0,0.0,70.6,baseline,Madden 27 baseline,ACT,,00-0039776,False
Terrance Ferguson,LA,TE,TE,70.0,70.23,76.74632352941177,0.04166666666666667,0.0,70.5,baseline,Madden 27 + nflverse performance,ACT,,00-0040737,False
Max Klare,LA,TE,TE,70.0,70.44,,0.0,0.0,70.44,baseline,Madden 27 baseline,ACT,,00-0041510,False
CJ Daniels,LA,WR,WR,68.0,70.36,,0.0,0.0,70.36,baseline,Madden 27 baseline,ACT,,00-0041399,False
Shaun Dolac,LA,LB,LB,69.0,69.99,,0.0,0.0,69.99,baseline,Madden 27 baseline,ACT,,00-0040613,False
David Quessenberry,LA,RT,OL,68.0,69.79,,0.0,0.0,69.79,baseline,Madden 27 baseline,ACT,,00-0030097,False
Dean Connors,LA,HB,RB,66.0,69.0,,0.0,0.0,69.0,baseline,Madden 27 baseline,ACT,,00-0041415,False
Ronnie Rivers,LA,HB,RB,66.0,69.0,57.933544303797476,0.0072,0.0,68.92,baseline,Madden 27 + nflverse performance,ACT,,00-0037557,False
Josh Wallace,LA,CB,DB,67.0,68.88,,0.0,0.0,68.88,baseline,Madden 27 baseline,ACT,,00-0039772,False
Larrell Murchison,LA,DT,DL,67.0,68.71,,0.0,0.0,68.71,baseline,Madden 27 baseline,ACT,,00-0036237,False
Justin Dedich,LA,RG,OL,67.0,68.36,,0.0,0.0,68.36,baseline,Madden 27 baseline,ACT,,00-0039784,False
Davis Allen,LA,TE,TE,67.0,67.58,78.34191176470588,0.05500000000000001,0.0,68.17,baseline,Madden 27 + nflverse performance,ACT,,00-0039074,False
Desjuan Johnson,LA,EDGE,DL,65.0,67.38,,0.0,0.0,67.38,baseline,Madden 27 baseline,ACT,,00-0039061,False
Payton Zdroik,LA,DT,DL,65.0,66.97,,0.0,0.0,66.97,baseline,Madden 27 baseline,ACT,,00-0041423,False
Blake Hance,LA,LG,OL,65.0,66.54,,0.0,0.0,66.54,baseline,Madden 27 baseline,,,,False
Dylan McMahon,LA,C,OL,64.0,66.32,,0.0,0.0,66.32,baseline,Madden 27 baseline,ACT,,00-0039830,False
Al'Zillion Hamilton,LA,CB,DB,64.0,66.27,,0.0,0.0,66.27,baseline,Madden 27 baseline,ACT,,00-0041417,False
Darryl Peterson III,LA,EDGE,DL,64.0,66.24,,0.0,0.0,66.24,baseline,Madden 27 baseline,ACT,,00-0041421,False
Wesley Bailey,LA,LB,LB,65.0,66.15,,0.0,0.0,66.15,baseline,Madden 27 baseline,ACT,,00-0041404,False
Cam Lampkin,LA,CB,DB,64.0,66.03,,0.0,0.0,66.03,baseline,Madden 27 baseline,ACT,,00-0039780,False
Stetson Bennett IV,LA,QB,QB,63.0,66.0,,0.0,0.0,66.0,baseline,Madden 27 baseline,ACT,,00-0039107,False
Bill Murray,LA,RG,OL,64.0,65.71,,0.0,0.0,65.71,baseline,Madden 27 baseline,,,,False
Tim Keenan III,LA,DT,DL,63.0,65.61,,0.0,0.0,65.61,baseline,Madden 27 baseline,ACT,,00-0041534,False
Grant Stuard,LA,LB,LB,64.0,65.56,,0.0,0.0,65.56,baseline,Madden 27 baseline,ACT,,00-0036672,False
Tanner Ingle,LA,FS,DB,63.0,65.25,,0.0,0.0,65.25,baseline,Madden 27 baseline,ACT,,00-0038366,False
Tomon Fox,LA,EDGE,DL,63.0,65.16,,0.0,0.0,65.16,baseline,Madden 27 baseline,ACT,,00-0037447,False
Nikhai Hill-Green,LA,LB,LB,63.0,65.03,,0.0,0.0,65.03,baseline,Madden 27 baseline,ACT,,00-0041419,False
Nate Valcarcel,LA,SS,DB,63.0,64.86,,0.0,0.0,64.86,baseline,Madden 27 baseline,ACT,,00-0040600,False
Nick Andersen,LA,FS,DB,63.0,64.75,,0.0,0.0,64.75,baseline,Madden 27 baseline,ACT,,00-0041413,False
Elias Neal,LA,LB,LB,62.0,64.02,,0.0,0.0,64.02,baseline,Madden 27 baseline,ACT,,00-0039775,False
Keir Thomas II,LA,EDGE,DL,62.0,63.78,,0.0,0.0,63.78,baseline,Madden 27 baseline,ACT,,00-0037057,False
Rohan Jones,LA,TE,TE,62.0,63.59,,0.0,0.0,63.59,baseline,Madden 27 baseline,ACT,,00-0041403,False
Dan Villari,LA,TE,TE,62.0,63.38,,0.0,0.0,63.38,baseline,Madden 27 baseline,ACT,,00-0041422,False
A.J. Arcuri,LA,LT,OL,61.0,63.26,,0.0,0.0,63.26,baseline,Madden 27 baseline,ACT,,00-0037845,False
Austin Blaske,LA,C,OL,57.0,60.0,,0.0,0.0,60.0,baseline,Madden 27 baseline,ACT,,00-0041425,False
Joe Cardona,LA,LS,ST,60.0,57.0,,0.0,0.0,57.0,baseline,Madden 27 baseline,ACT,,00-0032228,False
Derwin James Jr,LAC,SS,DB,93.0,91.25,,0.0,0.0,91.25,baseline,Madden 27 baseline,ACT,,00-0034790,False
Rashawn Slater,LAC,LT,OL,92.0,91.24,,0.0,0.0,91.24,baseline,Madden 27 baseline,ACT,,00-0037009,False
Justin Herbert,LAC,QB,QB,90.0,90.13,86.41419753086419,0.2,0.0,89.39,medium,Madden 27 + nflverse performance,ACT,,00-0036355,False
Khalil Mack,LAC,EDGE,DL,86.0,85.97,,0.0,0.0,85.97,baseline,Madden 27 baseline,ACT,,00-0031040,False
Joe Alt,LAC,RT,OL,85.0,85.58,,0.0,0.0,85.58,baseline,Madden 27 baseline,ACT,,00-0039897,False
Cameron Dicker,LAC,K,ST,82.0,85.0,,0.0,0.0,85.0,baseline,Madden 27 baseline,ACT,,00-0037224,False
Ladd McConkey,LAC,WR,WR,83.0,83.43,87.7133891213389,0.14133333333333334,0.0,84.04,medium,Madden 27 + nflverse performance,ACT,,00-0039915,False
Omarion Hampton,LAC,HB,RB,81.0,82.28,83.29113924050633,0.09920000000000001,0.0,82.38,baseline,Madden 27 + nflverse performance,ACT,,00-0040666,False
JK Scott,LAC,P,ST,80.0,82.32,,0.0,0.0,82.32,baseline,Madden 27 baseline,ACT,,00-0034162,False
Donte Jackson,LAC,CB,DB,82.0,82.3,,0.0,0.0,82.3,baseline,Madden 27 baseline,ACT,,00-0034356,False
Daiyan Henley,LAC,LB,LB,82.0,82.13,,0.0,0.0,82.13,baseline,Madden 27 baseline,ACT,,00-0038553,False
Quentin Johnston,LAC,WR,WR,80.0,81.09,88.5397489539749,0.11200000000000002,0.0,81.92,medium,Madden 27 + nflverse performance,ACT,,00-0038544,False
Tyler Biadasz,LAC,C,OL,80.0,80.84,,0.0,0.0,80.84,baseline,Madden 27 baseline,ACT,,00-0036376,False
Tarheeb Still,LAC,CB,DB,80.0,80.75,,0.0,0.0,80.75,baseline,Madden 27 baseline,ACT,,00-0039366,False
Tony Jefferson,LAC,SS,DB,80.0,79.8,,0.0,0.0,79.8,baseline,Madden 27 baseline,ACT,,00-0030294,False
Kimani Vidal,LAC,HB,RB,77.0,79.07,82.61392405063292,0.124,0.0,79.51,medium,Madden 27 + nflverse performance,ACT,,00-0039391,False
Akheem Mesidor,LAC,EDGE,DL,79.0,79.38,,0.0,0.0,79.38,baseline,Madden 27 baseline,ACT,,00-0041544,False
Elijah Molden,LAC,FS,DB,79.0,79.05,,0.0,0.0,79.05,baseline,Madden 27 baseline,ACT,,00-0036992,False
Tuli Tuipulotu,LAC,EDGE,DL,78.0,78.9,,0.0,0.0,78.9,baseline,Madden 27 baseline,ACT,,00-0039111,False
David Njoku,LAC,TE,TE,80.0,78.4,82.03676470588235,0.08000000000000002,0.0,78.69,baseline,Madden 27 + nflverse performance,ACT,,00-0033885,False
Josh Harris,LAC,LS,ST,81.0,78.0,,0.0,0.0,78.0,baseline,Madden 27 baseline,ACT,,00-0028845,False
Teair Tart,LAC,DT,DL,77.0,77.52,,0.0,0.0,77.52,baseline,Madden 27 baseline,ACT,,00-0036181,False
Keaton Mitchell,LAC,HB,RB,75.0,77.32,73.90189873417722,0.0472,0.0,77.16,baseline,Madden 27 + nflverse performance,ACT,,00-0038454,False
Denzel Perryman,LAC,LB,LB,76.0,76.1,,0.0,0.0,76.1,baseline,Madden 27 baseline,ACT,,00-0032103,False
Oronde Gadsden,LAC,TE,TE,75.0,74.27,86.65808823529412,0.11499999999999999,0.0,75.69,medium,Madden 27 + nflverse performance,ACT,,00-0040189,False
Dalvin Tomlinson,LAC,DT,DL,75.0,75.61,,0.0,0.0,75.61,baseline,Madden 27 baseline,ACT,,00-0033546,False
