fighter,division,macabets_rating,strength_score,raw_elo,global_elo,division_elo,division_fights,recent_form_score,recent_form_adjusted,schedule_rating,ranking_confidence,ufc_wins,ufc_losses,ufc_draws,ufc_finishes,recent_fights_4y,last_fight_date,days_inactive,inactivity_penalty,active_pool,division_rank
Jordan Rinaldi,Men’s Featherweight,1435.83,40.7,1492.64,1492.64,1501.57,2,39.5,43.4,1532.92,72.8,2,3,0,1,0,2019-03-16,2711,60.0,False,
Pablo Garza,Men’s Featherweight,1435.45,40.6,1496.69,1496.69,1497.48,6,37.9,41.9,1499.28,86.7,3,3,0,2,0,2013-04-06,4881,60.0,False,
Jimy Hettes,Men’s Featherweight,1435.18,40.6,1498.71,1498.71,1499.02,6,24.9,33.3,1516.35,86.7,3,3,0,2,0,2015-04-18,4139,60.0,False,
Danny Henry,Men’s Featherweight,1434.93,40.5,1498.7,1498.7,1487.39,3,21.1,33.5,1516.95,71.0,2,2,0,1,0,2020-07-11,2228,60.0,False,
Tiago dos Santos e Silva,Men’s Featherweight,1434.69,40.5,1496.43,1496.43,1486.5,3,33.8,40.7,1493.05,71.0,2,2,0,0,0,2016-12-09,3538,60.0,False,
Luis Pajuelo,Men’s Featherweight,1434.49,40.5,1483.8,1483.8,1485.95,1,0.0,37.5,1499.97,46.1,0,1,0,0,1,2024-03-23,877,57.7,False,
Rony Jason,Men’s Featherweight,1434.29,40.5,1501.1,1501.1,1500.16,8,14.0,23.8,1527.02,93.0,4,4,0,3,0,2017-03-11,3446,60.0,False,
Akira Corassani,Men’s Featherweight,1433.82,40.4,1496.42,1496.42,1495.94,6,25.6,33.7,1522.1,86.7,3,3,0,0,0,2015-01-24,4223,60.0,False,
Mads Burnell,Men’s Featherweight,1433.31,40.3,1487.16,1487.16,1499.51,2,32.3,41.1,1528.27,62.3,1,2,0,0,0,2018-05-27,3004,60.0,False,
Austin Springer,Men’s Featherweight,1432.66,40.2,1484.71,1484.71,1486.15,1,0.0,37.5,1519.49,46.1,0,1,0,0,0,2020-08-29,2179,60.0,False,
Alex Torres,Men’s Featherweight,1432.62,40.2,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2015-02-28,4188,60.0,False,
Jay Cucciniello,Men’s Featherweight,1432.62,40.2,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2018-07-06,2964,60.0,False,
Jianping Yang,Men’s Featherweight,1432.62,40.2,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2014-08-23,4377,60.0,False,
John Teixeira,Men’s Featherweight,1432.62,40.2,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2012-06-23,5168,60.0,False,
Rocky Lee,Men’s Featherweight,1432.62,40.2,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2015-04-11,4146,60.0,False,
Rodolfo Rubio Perez,Men’s Featherweight,1432.62,40.2,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2014-11-08,4300,60.0,False,
Stephen Bass,Men’s Featherweight,1432.62,40.2,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2011-12-03,5371,60.0,False,
Tyler Diamond,Men’s Featherweight,1432.62,40.2,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2018-07-06,2964,60.0,False,
Tyler Toner,Men’s Featherweight,1432.62,40.2,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2010-12-04,5735,60.0,False,
Yoshinori Horie,Men’s Featherweight,1432.54,40.2,1484.45,1484.45,1486.43,1,0.0,37.5,1514.01,46.1,0,1,0,0,0,2019-07-27,2578,60.0,False,
Khusein Askhabov,Men’s Featherweight,1432.28,40.2,1484.38,1484.38,1486.53,1,0.0,37.5,1485.7,46.1,0,1,0,0,1,2023-02-18,1276,60.0,False,
Will Chope,Men’s Featherweight,1432.21,40.2,1483.83,1483.83,1485.96,1,0.0,37.5,1500.65,46.1,0,1,0,0,0,2014-01-04,4608,60.0,False,
Anistavio Medeiros,Men’s Featherweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2012-06-23,5168,60.0,False,
Bharat Kandare,Men’s Featherweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2017-11-25,3187,60.0,False,
Dustin Neace,Men’s Featherweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2011-12-03,5371,60.0,False,
Fredson Paixao,Men’s Featherweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2010-12-04,5735,60.0,False,
Humberto Brown Morrison,Men’s Featherweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2014-11-15,4293,60.0,False,
Wagner Campos,Men’s Featherweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2012-06-23,5168,60.0,False,
Sung Bin Jo,Men’s Featherweight,1431.56,40.1,1483.05,1483.05,1485.97,1,0.0,37.5,1454.67,46.1,0,1,0,0,0,2019-06-01,2634,60.0,False,
Mike Brown,Men’s Featherweight,1431.28,40.0,1488.94,1488.94,1489.82,5,35.8,41.1,1516.08,80.3,2,3,0,0,0,2013-08-17,4748,60.0,False,
Spike Carlyle,Men’s Featherweight,1431.17,40.0,1485.61,1485.61,1500.1,2,23.9,37.0,1500.54,62.3,1,2,0,1,0,2020-11-28,2088,60.0,False,
Milton Vieira,Men’s Featherweight,1430.94,40.0,1484.38,1484.38,1486.53,2,19.8,37.9,1492.23,57.1,0,1,1,0,0,2013-01-19,4958,60.0,False,
Ivan Menjivar,Men’s Featherweight,1430.8,40.0,1495.39,1495.39,1486.57,1,24.0,31.1,1504.24,76.7,4,4,0,3,0,2014-03-01,4552,60.0,False,
Eduardo Garagorri,Men’s Featherweight,1430.51,39.9,1485.82,1485.82,1485.95,3,21.1,35.6,1530.84,65.8,1,2,0,0,0,2020-11-07,2109,60.0,False,
Godofredo Pepey,Men’s Featherweight,1430.49,39.9,1493.05,1493.05,1493.84,11,25.4,32.1,1522.81,94.6,5,6,0,4,0,2018-01-27,3124,60.0,False,
Matt Grice,Men’s Featherweight,1430.31,39.9,1484.44,1484.44,1486.47,3,31.5,40.8,1499.99,65.8,1,2,0,0,0,2013-02-23,4923,60.0,False,
Ernest Chavez,Men’s Featherweight,1430.27,39.9,1484.0,1484.0,1486.48,1,24.6,37.3,1515.52,56.5,1,2,0,0,0,2014-10-04,4335,60.0,False,
Tristan Connelly,Men’s Featherweight,1429.93,39.8,1487.82,1487.82,1476.61,2,11.8,30.9,1529.75,62.3,1,2,0,0,0,2022-04-30,1570,60.0,False,
Makwan Amirkhani,Men’s Featherweight,1429.65,39.8,1494.01,1494.01,1491.53,14,19.4,27.7,1528.71,95.6,7,7,0,5,1,2023-03-18,1248,60.0,False,
Niklas Backstrom,Men’s Featherweight,1429.63,39.8,1484.94,1484.94,1486.46,3,21.9,36.0,1504.32,65.8,1,2,0,1,0,2015-06-20,4076,60.0,False,
Sheymon Moraes,Men’s Featherweight,1429.51,39.8,1486.72,1486.72,1487.99,5,32.4,39.0,1520.44,80.3,2,3,0,0,0,2019-07-13,2592,60.0,False,
Robert Whiteford,Men’s Featherweight,1428.83,39.7,1487.05,1487.05,1488.11,5,29.3,37.0,1510.77,80.3,2,3,0,1,0,2016-04-10,3781,60.0,False,
Masio Fullen,Men’s Featherweight,1428.75,39.7,1483.23,1483.23,1484.95,3,22.8,36.4,1499.48,65.8,1,2,0,0,0,2016-01-30,3852,60.0,False,
Blake Bilder,Men’s Featherweight,1428.4,39.6,1482.82,1482.82,1486.44,3,22.4,36.2,1488.41,65.8,1,2,0,0,3,2024-02-03,926,60.0,False,
Justin Lawrence,Men’s Featherweight,1428.07,39.6,1483.01,1483.01,1472.44,2,23.5,36.7,1499.42,62.3,1,2,0,1,0,2013-04-13,4874,60.0,False,
Katsunori Kikuno,Men’s Featherweight,1428.06,39.6,1485.59,1485.59,1487.11,3,26.1,35.0,1520.89,76.2,2,3,0,1,0,2015-09-26,3978,60.0,False,
Jim Alers,Men’s Featherweight,1427.99,39.6,1483.29,1483.29,1485.57,3,14.6,32.3,1499.86,65.8,1,2,0,0,0,2016-07-23,3677,60.0,False,
Maximo Blanco,Men’s Featherweight,1427.85,39.5,1488.38,1488.38,1489.51,9,33.1,37.7,1508.49,93.6,4,5,0,1,0,2016-09-17,3621,60.0,False,
Danny Chavez,Men’s Featherweight,1427.7,39.5,1484.01,1484.01,1485.38,4,24.7,35.5,1505.94,73.4,1,2,1,0,0,2022-06-18,1521,60.0,False,
Yui Chul Nam,Men’s Featherweight,1427.3,39.5,1483.19,1483.19,1474.47,2,16.1,33.0,1489.91,62.3,1,2,0,0,0,2015-11-28,3915,60.0,False,
Kai Kamaka,Men’s Featherweight,1427.23,39.5,1481.84,1481.84,1485.05,4,33.5,40.6,1487.43,73.4,1,2,1,0,0,2021-07-31,1843,60.0,False,
Jason Knight,Men’s Featherweight,1427.18,39.5,1489.13,1489.13,1490.06,9,23.9,31.0,1523.28,93.6,4,5,0,2,0,2018-11-03,2844,60.0,False,
Jonathan Brookins,Men’s Featherweight,1426.83,39.4,1485.96,1485.96,1476.42,4,26.2,35.1,1518.34,78.6,2,3,0,1,0,2012-12-15,4993,60.0,False,
Marco Polo Reyes,Men’s Featherweight,1426.77,39.4,1491.25,1491.25,1485.37,1,18.0,26.7,1502.83,76.7,4,4,0,3,0,2019-09-21,2522,60.0,False,
Mark Striegl,Men’s Featherweight,1425.85,39.3,1471.84,1471.84,1488.01,1,0.0,30.0,1539.85,51.3,0,2,0,0,0,2022-02-19,1640,60.0,False,
Austin Lingo,Men’s Featherweight,1425.18,39.2,1483.83,1483.83,1486.46,5,20.8,31.8,1500.05,80.3,2,3,0,0,2,2023-07-15,1129,60.0,False,
Bobby Moffett,Men’s Featherweight,1425.08,39.2,1472.93,1472.93,1475.85,2,0.0,30.0,1527.87,57.1,0,2,0,0,0,2019-08-10,2564,60.0,False,
Don Shainis,Men’s Featherweight,1424.89,39.1,1472.37,1472.37,1475.63,2,0.0,30.0,1530.06,57.1,0,2,0,0,2,2023-02-11,1283,60.0,False,
Renan Barao,Men’s Featherweight,1424.71,39.1,1492.95,1492.95,1487.74,3,3.9,16.5,1511.34,86.0,9,8,0,5,0,2019-11-16,2466,60.0,False,
Horacio Gutierrez,Men’s Featherweight,1424.67,39.1,1470.23,1470.23,1486.49,1,0.0,30.0,1508.45,51.3,0,2,0,0,0,2016-08-06,3663,60.0,False,
Josh Clopton,Men’s Featherweight,1424.45,39.1,1471.87,1471.87,1475.42,2,0.0,30.0,1515.35,57.1,0,2,0,0,0,2013-08-03,4762,60.0,False,
Mike Lullo,Men’s Featherweight,1424.28,39.0,1469.5,1469.5,1487.0,1,0.0,30.0,1500.0,51.3,0,2,0,0,0,2011-09-17,5448,60.0,False,
Bruno Souza,Men’s Featherweight,1424.04,39.0,1471.25,1471.25,1474.94,2,0.0,30.0,1506.61,57.1,0,2,0,0,0,2022-03-26,1605,60.0,False,
Joey Gambino,Men’s Featherweight,1424.04,39.0,1470.94,1470.94,1474.53,2,0.0,30.0,1515.12,57.1,0,2,0,0,0,2012-10-13,5056,60.0,False,
Andre Ewell,Men’s Featherweight,1424.02,39.0,1484.15,1484.15,1487.6,1,22.6,30.1,1512.17,76.7,4,5,0,0,0,2021-12-18,1703,60.0,False,
TJ Laramie,Men’s Featherweight,1424.01,39.0,1470.78,1470.78,1474.42,2,0.0,30.0,1517.63,57.1,0,2,0,0,0,2022-04-16,1584,60.0,False,
Matt Bessette,Men’s Featherweight,1423.95,39.0,1471.15,1471.15,1474.46,2,0.0,30.0,1504.85,57.1,0,2,0,0,0,2018-07-06,2964,60.0,False,
Juan Manuel Puig,Men’s Featherweight,1423.89,39.0,1468.52,1468.52,1485.96,1,0.0,30.0,1501.73,51.3,0,2,0,0,0,2014-11-22,4286,60.0,False,
Peter Barrett,Men’s Featherweight,1423.89,39.0,1470.66,1470.66,1474.37,2,0.0,30.0,1513.06,57.1,0,2,0,0,0,2020-12-12,2074,60.0,False,
Eiji Mitsuoka,Men’s Featherweight,1423.65,39.0,1468.04,1468.04,1485.96,1,0.0,30.0,1497.94,51.3,0,2,0,0,0,2012-08-11,5119,60.0,False,
Paul Redmond,Men’s Featherweight,1423.56,38.9,1470.12,1470.12,1473.95,2,0.0,30.0,1507.0,57.1,0,2,0,0,0,2015-07-18,4048,60.0,False,
Fernando Bruno,Men’s Featherweight,1423.46,38.9,1468.09,1468.09,1487.0,1,0.0,30.0,1482.5,51.3,0,2,0,0,0,2016-07-08,3692,60.0,False,
Dashon Johnson,Men’s Featherweight,1423.41,38.9,1467.7,1467.7,1485.44,1,0.0,30.0,1492.43,51.3,0,2,0,0,0,2014-09-13,4356,60.0,False,
Tommy Hayden,Men’s Featherweight,1423.41,38.9,1467.64,1467.64,1485.96,1,0.0,30.0,1492.59,51.3,0,2,0,0,0,2012-08-11,5119,60.0,False,
Alan Omer,Men’s Featherweight,1423.19,38.9,1469.5,1469.5,1473.48,2,0.0,30.0,1500.0,57.1,0,2,0,0,0,2015-06-20,4076,60.0,False,
Collin Anglin,Men’s Featherweight,1423.03,38.9,1468.84,1468.84,1473.49,2,0.0,30.0,1505.66,57.1,0,2,0,0,0,2021-11-13,1738,60.0,False,
Chris Avila,Men’s Featherweight,1422.89,38.9,1469.35,1469.35,1473.49,2,0.0,30.0,1485.39,57.1,0,2,0,0,0,2016-11-05,3572,60.0,False,
Pat Schilling,Men’s Featherweight,1422.81,38.8,1468.89,1468.89,1473.02,2,0.0,30.0,1492.43,57.1,0,2,0,0,0,2012-06-01,5190,60.0,False,
Jacob Kilburn,Men’s Featherweight,1422.78,38.8,1468.85,1468.85,1473.0,2,0.0,30.0,1491.94,57.1,0,2,0,0,0,2021-01-16,2039,60.0,False,
Eric Wisely,Men’s Featherweight,1422.4,38.8,1468.26,1468.26,1472.51,2,0.0,30.0,1484.4,57.1,0,2,0,0,0,2012-04-14,5238,60.0,False,
Suman Mokhtarian,Men’s Featherweight,1422.36,38.8,1468.18,1468.18,1472.49,2,0.0,30.0,1483.57,57.1,0,2,0,0,0,2019-12-21,2431,60.0,False,
Clay Collard,Men’s Featherweight,1421.67,38.7,1472.04,1472.04,1486.46,3,19.5,32.6,1509.69,71.0,1,3,0,0,0,2015-09-05,3999,60.0,False,
Austin Arnett,Men’s Featherweight,1420.62,38.5,1470.97,1470.97,1474.98,4,28.2,37.5,1497.55,73.4,1,3,0,0,0,2019-02-09,2746,60.0,False,
Jason Young,Men’s Featherweight,1420.31,38.5,1470.73,1470.73,1474.44,4,27.4,37.1,1496.35,73.4,1,3,0,0,0,2012-09-29,5070,60.0,False,
Chris Fishgold,Men’s Featherweight,1419.97,38.4,1471.59,1471.59,1476.05,4,17.7,31.5,1508.35,73.4,1,3,0,1,0,2020-07-15,2224,60.0,False,
Mike Grundy,Men’s Featherweight,1419.0,38.3,1472.22,1472.22,1476.03,4,7.2,25.5,1511.97,73.4,1,3,0,1,0,2022-03-19,1612,60.0,False,
Rolando Dy,Men’s Featherweight,1418.98,38.3,1469.05,1469.05,1473.04,4,25.3,35.9,1492.8,73.4,1,3,0,0,0,2018-06-23,2977,60.0,False,
Felipe Colares,Men’s Featherweight,1418.26,38.2,1472.68,1472.68,1486.92,3,23.4,32.2,1509.65,81.4,2,4,0,0,0,2022-05-21,1549,60.0,False,
Humberto Bandenay,Men’s Featherweight,1418.14,38.2,1470.56,1470.56,1473.91,4,10.8,27.6,1501.47,73.4,1,3,0,1,0,2019-08-10,2564,60.0,False,
Luke Sanders,Men’s Featherweight,1418.03,38.2,1474.78,1474.78,1500.7,2,16.7,25.8,1516.09,82.5,3,5,0,2,0,2021-05-01,1934,60.0,False,
Mike de la Torre,Men’s Featherweight,1417.93,38.2,1473.18,1473.18,1483.3,5,22.3,31.5,1517.26,85.4,2,4,0,1,0,2017-04-08,3418,60.0,False,
Bart Palaszewski,Men’s Featherweight,1417.8,38.1,1469.41,1469.41,1473.78,4,13.4,29.1,1497.77,73.4,1,3,0,1,0,2013-04-13,4874,60.0,False,
Tucker Lutz,Men’s Featherweight,1417.73,38.1,1469.69,1469.69,1474.02,4,9.8,27.0,1505.6,73.4,1,3,0,0,2,2023-07-15,1129,60.0,False,
Darrick Minner,Men’s Featherweight,1417.72,38.1,1474.96,1474.96,1476.35,6,19.0,29.3,1527.58,86.7,2,4,0,1,1,2022-11-05,1381,60.0,False,
Mark Eddiva,Men’s Featherweight,1417.16,38.1,1468.49,1468.49,1472.59,4,11.3,27.9,1503.98,73.4,1,3,0,0,0,2016-03-19,3803,60.0,False,
Tom Niinimaki,Men’s Featherweight,1417.05,38.0,1467.51,1467.51,1471.75,4,14.6,29.8,1504.21,73.4,1,3,0,0,0,2014-12-20,4258,60.0,False,
Yaotzin Meza,Men’s Featherweight,1416.37,37.9,1472.41,1472.41,1475.07,4,24.4,33.0,1502.93,83.8,2,4,0,1,0,2016-02-27,3824,60.0,False,
Kevin Aguilar,Men’s Featherweight,1416.3,37.9,1471.98,1471.98,1488.12,5,13.8,25.8,1517.35,85.4,2,4,0,0,0,2021-05-15,1920,60.0,False,
Cole Miller,Men’s Featherweight,1416.23,37.9,1483.41,1483.41,1465.6,9,14.1,23.9,1499.42,93.6,6,7,0,5,0,2016-12-17,3530,60.0,False,
Martin Bravo,Men’s Featherweight,1414.56,37.7,1467.0,1467.0,1458.64,3,8.4,26.2,1488.06,71.0,1,3,0,1,0,2019-09-21,2522,60.0,False,
Tyson Griffin,Men’s Featherweight,1414.54,37.7,1458.89,1458.89,1498.43,2,25.7,34.8,1505.61,72.8,1,4,0,0,0,2011-10-29,5406,60.0,False,
Jeremy Larsen,Men’s Featherweight,1413.96,37.6,1452.99,1452.99,1485.96,1,0.0,25.0,1495.26,56.5,0,3,0,0,0,2013-10-19,4685,60.0,False,
Hatsu Hioki,Men’s Featherweight,1413.73,37.6,1472.68,1472.68,1474.71,8,21.2,29.1,1518.68,93.0,3,5,0,0,0,2015-05-09,4118,60.0,False,
TJ Brown,Men’s Featherweight,1413.66,37.6,1472.86,1472.86,1464.72,7,29.2,34.9,1509.66,92.2,3,5,0,1,3,2023-10-14,1038,60.0,False,
Marcelo Rojo,Men’s Featherweight,1413.63,37.6,1454.49,1454.49,1472.56,2,0.0,25.0,1506.87,62.3,0,3,0,0,1,2022-12-03,1353,60.0,False,
Estevan Payan,Men’s Featherweight,1412.25,37.4,1454.75,1454.75,1461.0,3,0.0,25.0,1500.35,65.8,0,3,0,0,0,2014-04-19,4503,60.0,False,
Steven Peterson,Men’s Featherweight,1411.99,37.3,1472.17,1472.17,1473.78,8,21.8,29.5,1492.35,93.0,3,5,0,1,1,2023-03-25,1241,60.0,False,
Mike Santiago,Men’s Featherweight,1411.36,37.3,1453.46,1453.46,1459.99,3,0.0,25.0,1489.75,65.8,0,3,0,0,0,2018-06-09,2991,60.0,False,
Phillipe Nover,Men’s Featherweight,1411.31,37.2,1461.28,1461.28,1474.52,4,11.5,25.9,1519.57,78.6,1,4,0,0,0,2017-02-11,3474,60.0,False,
Jordan Griffin,Men’s Featherweight,1411.27,37.2,1462.21,1462.21,1466.61,5,17.5,29.7,1511.26,80.3,1,4,0,1,0,2021-04-10,1955,60.0,False,
Daniel Teymur,Men’s Featherweight,1410.15,37.1,1456.74,1456.74,1472.98,4,25.1,34.4,1499.52,78.6,1,4,0,0,0,2019-12-14,2438,60.0,False,
Sam Sicilia,Men’s Featherweight,1409.82,37.0,1470.62,1470.62,1464.54,11,21.0,28.9,1507.02,94.6,5,7,0,3,0,2017-02-19,3466,60.0,False,
Artem Lobov,Men’s Featherweight,1408.8,36.9,1464.23,1464.23,1477.66,6,17.6,27.3,1522.36,91.2,2,5,0,0,0,2018-10-27,2851,60.0,False,
Justin Jaynes,Men’s Featherweight,1407.79,36.8,1454.63,1454.63,1473.17,2,11.5,26.0,1502.9,72.8,1,4,0,1,0,2021-06-26,1878,60.0,False,
Michihiro Omigawa,Men’s Featherweight,1407.69,36.7,1457.32,1457.32,1462.85,5,18.6,30.4,1492.12,80.3,1,4,0,0,0,2012-08-04,5126,60.0,False,
Mark Hominick,Men’s Featherweight,1405.79,36.5,1456.31,1456.31,1461.99,5,8.9,24.3,1499.62,80.3,1,4,0,1,0,2012-11-17,5021,60.0,False,
Joe Stevenson,Men’s Featherweight,1405.33,36.4,1442.63,1442.63,1487.0,1,0.0,21.4,1499.57,61.7,0,4,0,0,0,2011-06-26,5531,60.0,False,
Charles Rosa,Men’s Featherweight,1405.08,36.4,1462.81,1462.81,1466.91,11,20.4,28.5,1503.61,94.6,5,8,0,2,0,2022-07-23,1486,60.0,False,
Fernie Garcia,Men’s Featherweight,1404.68,36.3,1441.67,1441.67,1485.96,1,0.0,21.4,1495.1,61.7,0,4,0,0,3,2024-02-10,919,60.0,False,
Martin Day,Men’s Featherweight,1403.95,36.2,1440.26,1440.26,1487.0,1,0.0,21.4,1491.62,61.7,0,4,0,0,0,2021-02-06,2018,60.0,False,
Kyle Bochniak,Men’s Featherweight,1403.03,36.1,1460.42,1460.42,1464.28,7,15.1,25.6,1508.91,92.2,2,5,0,0,0,2019-10-18,2495,60.0,False,
Josh Grispi,Men’s Featherweight,1399.3,35.6,1440.31,1440.31,1447.96,4,0.0,21.4,1491.5,73.4,0,4,0,0,0,2013-02-16,4930,60.0,False,
Shane Young,Men’s Featherweight,1398.26,35.5,1455.41,1455.41,1470.36,6,4.5,18.1,1498.31,91.2,2,5,0,1,2,2023-09-09,1073,60.0,False,
Gilbert Melendez,Men’s Featherweight,1394.34,34.9,1442.65,1442.65,1477.12,2,1.7,16.2,1545.72,82.5,1,6,0,0,0,2019-07-06,2599,60.0,False,
Leonard Garcia,Men’s Featherweight,1389.79,34.3,1440.43,1440.43,1448.14,6,5.4,20.2,1492.55,86.7,1,5,0,0,0,2013-04-27,4860,60.0,False,
Andy Ogle,Men’s Featherweight,1389.24,34.3,1439.41,1439.41,1446.42,6,7.8,21.9,1488.51,86.7,1,5,0,0,0,2015-01-24,4223,60.0,False,
Sean Soriano,Men’s Featherweight,1387.63,34.1,1427.27,1427.27,1448.07,4,0.0,18.8,1494.96,78.6,0,5,0,0,0,2021-11-20,1731,60.0,False,
Demetrious Johnson,Men’s Flyweight,1571.95,60.4,1665.2,1665.2,1636.17,15,63.3,59.7,1548.53,95.9,15,2,1,7,0,2018-08-04,2935,60.0,False,
Muhammad Mokaev,Men’s Flyweight,1541.48,56.1,1599.64,1599.64,1586.48,7,100.0,85.0,1516.68,92.2,7,0,0,4,5,2024-07-27,751,45.1,False,
Joseph Benavidez,Men’s Flyweight,1509.74,51.4,1595.27,1595.27,1571.68,19,24.2,31.2,1562.36,96.7,15,6,0,6,0,2021-03-06,1990,60.0,False,
Nate Maness,Men’s Flyweight,1484.4,47.7,1542.23,1542.23,1513.86,3,76.4,68.5,1505.87,86.0,5,2,0,3,3,2024-06-15,793,49.3,False,
Sergio Pettis,Men’s Flyweight,1482.95,47.5,1552.43,1552.43,1540.53,9,56.8,54.9,1543.61,93.6,9,5,0,0,0,2019-09-21,2522,60.0,False,
Dustin Ortiz,Men’s Flyweight,1473.11,46.1,1539.41,1539.41,1531.83,14,52.9,52.1,1546.4,95.6,8,6,0,4,0,2019-01-19,2767,60.0,False,
John Moraga,Men’s Flyweight,1467.83,45.3,1534.16,1534.16,1526.56,14,52.0,51.4,1529.51,95.6,8,6,0,5,0,2018-08-25,2914,60.0,False,
Jussier Formiga,Men’s Flyweight,1466.58,45.1,1537.3,1537.3,1528.31,16,27.9,33.9,1560.71,96.1,9,7,0,3,0,2020-06-06,2263,60.0,False,
Jeff Molina,Men’s Flyweight,1466.38,45.1,1542.93,1542.93,1537.59,3,100.0,75.0,1488.56,65.8,3,0,0,1,0,2022-06-04,1535,60.0,False,
Askar Askarov,Men’s Flyweight,1464.3,44.8,1535.33,1535.33,1529.03,5,51.6,51.0,1550.65,80.3,3,1,1,0,0,2022-03-26,1605,60.0,False,
Ali Bagautinov,Men’s Flyweight,1456.45,43.6,1521.82,1521.82,1517.06,7,39.4,42.6,1549.24,92.2,4,3,0,1,0,2016-11-19,3558,60.0,False,
Wilson Reis,Men’s Flyweight,1451.09,42.9,1515.76,1515.76,1512.43,11,35.7,39.6,1543.78,94.6,7,6,0,2,0,2019-04-13,2683,60.0,False,
Paddy Holohan,Men’s Flyweight,1448.6,42.5,1512.46,1512.46,1511.54,5,53.5,52.2,1501.83,80.3,3,2,0,1,0,2015-10-24,3950,60.0,False,
Ben Nguyen,Men’s Flyweight,1445.31,42.0,1511.52,1511.52,1510.19,7,31.2,36.9,1510.37,92.2,4,3,0,3,0,2018-12-01,2816,60.0,False,
Jose Torres,Men’s Flyweight,1440.07,41.3,1500.59,1500.59,1499.92,2,44.6,47.8,1515.5,57.1,1,1,0,1,0,2018-08-04,2935,60.0,False,
Hector Sandoval,Men’s Flyweight,1440.04,41.3,1500.04,1500.04,1500.39,4,48.4,49.1,1506.04,73.4,2,2,0,1,0,2017-08-05,3299,60.0,False,
Jarred Brooks,Men’s Flyweight,1439.77,41.2,1499.03,1499.03,1499.09,4,52.3,51.3,1501.03,73.4,2,2,0,0,0,2018-09-08,2900,60.0,False,
Chris Kelades,Men’s Flyweight,1438.88,41.1,1499.95,1499.95,1498.08,4,39.7,44.1,1514.98,73.4,2,2,0,0,0,2016-04-23,3768,60.0,False,
Naoki Inoue,Men’s Flyweight,1438.23,41.0,1498.75,1498.75,1499.48,2,34.5,43.8,1492.45,57.1,1,1,0,0,0,2018-06-23,2977,60.0,False,
Francisco Figueiredo,Men’s Flyweight,1437.47,40.9,1497.5,1497.5,1498.48,4,42.3,45.6,1494.58,73.4,2,2,0,1,1,2022-08-20,1458,60.0,False,
Chris Cariaso,Men’s Flyweight,1436.78,40.8,1505.55,1505.55,1486.65,9,24.9,31.8,1518.61,93.6,7,6,0,1,0,2015-10-03,3971,60.0,False,
Fredy Serrano,Men’s Flyweight,1436.31,40.7,1498.46,1498.46,1499.52,4,29.9,38.5,1491.98,73.4,2,2,0,2,0,2016-12-17,3530,60.0,False,
Darren Uyenoyama,Men’s Flyweight,1435.59,40.6,1498.62,1498.62,1486.98,3,28.8,37.9,1508.12,71.0,2,2,0,1,0,2013-12-14,4629,60.0,False,
Igor Severino,Men’s Flyweight,1434.92,40.5,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,1,2024-03-23,877,57.7,False,
David Dvorak,Men’s Flyweight,1433.27,40.3,1498.04,1498.04,1497.76,6,19.0,29.3,1510.82,86.7,3,3,0,1,2,2023-06-10,1164,60.0,False,
Ian McCall,Men’s Flyweight,1433.26,40.3,1491.43,1491.43,1490.76,6,42.7,45.2,1518.76,86.7,2,3,1,0,0,2015-01-31,4216,60.0,False,
Yuta Sasaki,Men’s Flyweight,1432.67,40.2,1490.21,1490.21,1502.15,6,39.7,42.5,1512.44,91.2,4,5,0,4,0,2018-11-17,2830,60.0,False,
Carlos Mota,Men’s Flyweight,1432.61,40.2,1484.97,1484.97,1486.96,1,0.0,37.5,1499.39,46.1,0,1,0,0,1,2022-10-29,1388,60.0,False,
Bentley Syler,Men’s Flyweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2015-03-21,4167,60.0,False,
