fighter,division,sample,minutes,data_completeness,sig_landed_per_min,sig_attempted_per_min,sig_absorbed_per_min,sig_diff_per_min,sig_accuracy,sig_defense,kd_per15,kd_absorbed_per15,td_per15,td_accuracy,td_defense,sub_attempts_per15,control_share,finish_loss_rate,ground_strike_share,clinch_strike_share,distance_strike_share,sig_diff_per_min_pct,sig_accuracy_pct,sig_defense_pct,kd_per15_pct,td_per15_pct,td_accuracy_pct,td_defense_pct,sub_attempts_per15_pct,control_share_pct,kd_absorbed_per15_pct,finish_loss_rate_pct,sig_attempted_per_min_pct,striking_score,wrestling_score,grappling_score,durability_score,pace_score
Deiveson Figueiredo,Men’s Bantamweight,8,112.86666666666666,1.0,1.7897223862965153,3.5262847017129357,3.340224453632605,-1.5505020673360896,0.507537688442211,0.473463687150838,0.13290017720023628,0.0,1.860602480803308,0.2916666666666667,0.5625,0.26580035440047256,0.5469343461747151,0.5,0.0594059405940594,0.07920792079207921,0.8613861386138614,25.37878787878788,79.16666666666666,23.484848484848484,53.40909090909091,69.31818181818183,44.23868312757202,45.51020408163266,54.166666666666664,60.984848484848484,79.3560606060606,40.34090909090909,8.712121212121213,45.35984848484848,55.012979378058745,61.489898989899,47.72727272727273,8.712121212121213
Aiemann Zahabi,Men’s Bantamweight,8,88.18333333333334,1.0,5.2617652617652615,10.33075033075033,4.195804195804196,1.0659610659610657,0.5093304061470911,0.6929460580912863,0.3402003402003402,0.5103005103005103,0.0,0.0,1.0,0.0,0.9633507853403142,1.0,0.0625,0.028017241379310345,0.9094827586206896,86.36363636363636,80.3030303030303,98.48484848484848,70.45454545454545,10.037878787878787,6.584362139917696,97.34693877551021,20.454545454545457,97.72727272727273,32.1969696969697,9.469696969696972,82.1969696969697,83.90151515151514,52.92411310764486,42.73989898989899,46.717171717171716,82.1969696969697
Raul Rosas Jr.,Men’s Bantamweight,7,71.0,1.0,1.3380281690140845,3.2535211267605635,1.3380281690140845,0.0,0.41125541125541126,0.5476190476190477,0.2112676056338028,0.0,6.76056338028169,0.5423728813559322,0.33333333333333337,0.8450704225352113,0.7887369791666666,0.0,0.3157894736842105,0.010526315789473684,0.6736842105263158,64.58333333333334,42.04545454545455,57.57575757575758,60.984848484848484,98.86363636363636,84.36213991769547,16.122448979591837,79.16666666666666,87.5,79.3560606060606,82.95454545454545,7.575757575757576,56.297348484848484,71.71205631523091,88.510101010101,73.29545454545455,7.575757575757576
Montel Jackson,Men’s Bantamweight,8,80.96666666666667,1.0,2.4207492795389047,4.989707698641416,1.4450391107451626,0.9757101687937422,0.48514851485148514,0.6225806451612903,1.8526142445450802,0.0,1.2968299711815563,0.4117647058823529,0.6904761904761905,0.3705228489090161,0.5538922155688623,0.0,0.1989795918367347,0.10714285714285714,0.6938775510204082,84.0909090909091,73.86363636363636,85.98484848484848,99.62121212121212,55.3030303030303,65.63786008230453,70.20408163265306,60.60606060606061,61.74242424242424,79.3560606060606,82.95454545454545,19.696969696969695,85.89015151515152,63.22184906510303,59.21717171717171,82.7651515151515,19.696969696969695
Chris Gutierrez,Men’s Bantamweight,8,109.58333333333333,1.0,4.206844106463879,7.510266159695818,2.7832699619771866,1.4235741444866923,0.560145808019441,0.6386255924170616,0.41064638783269963,0.13688212927756654,0.13688212927756654,0.2,0.5652173913043479,0.0,0.06824591088550479,0.0,0.01735357917570499,0.004338394793926247,0.9783080260303688,92.8030303030303,93.93939393939394,91.66666666666666,74.62121212121212,20.833333333333336,29.01234567901235,46.12244897959184,20.454545454545457,9.090909090909092,56.81818181818181,82.95454545454545,49.24242424242424,88.25757575757575,26.264759270711654,16.792929292929294,77.14646464646465,49.24242424242424
Payton Talbott,Men’s Bantamweight,6,61.63333333333334,1.0,5.8734451054624115,9.96214169821525,3.0016224986479174,2.871822606814494,0.5895765472312704,0.4510385756676558,0.730124391563007,0.0,0.973499188750676,0.5,0.72,0.243374797187669,0.3887310606060606,0.0,0.23480662983425415,0.11878453038674033,0.6464088397790055,99.24242424242425,97.34848484848484,16.666666666666664,89.77272727272727,45.07575757575758,79.83539094650206,73.87755102040816,52.27272727272727,42.04545454545455,79.3560606060606,82.95454545454545,78.78787878787878,75.75757575757575,60.208538522030594,46.46464646464646,59.6590909090909,78.78787878787878
Daniel Marcos,Men’s Bantamweight,7,85.14999999999999,1.0,4.815032295948327,8.70229007633588,3.934233705226072,0.8807985907222546,0.553306342780027,0.5843672456575683,0.35231943628890194,0.0,1.5854374633000587,0.5294117647058824,0.8571428571428572,0.17615971814445097,0.5755176613885505,0.0,0.026829268292682926,0.14146341463414633,0.8317073170731707,83.71212121212122,93.18181818181817,74.24242424242425,70.83333333333334,61.36363636363637,83.33333333333334,89.59183673469387,47.34848484848485,64.39393939393939,79.3560606060606,82.95454545454545,66.28787878787878,80.49242424242425,74.67068645640074,57.70202020202021,78.8510101010101,66.28787878787878
Adrian Yanez,Men’s Bantamweight,8,64.76666666666667,1.0,5.898095728255275,13.679876479670613,5.357694287184766,0.5404014410705091,0.43115124153498874,0.5700123915737298,0.9264024704065877,0.6948018528049408,0.0,0.0,0.6666666666666667,0.0,0.23529411764705882,0.6666666666666666,0.07853403141361257,0.020942408376963352,0.900523560209424,77.65151515151516,52.65151515151515,67.04545454545455,93.18181818181817,10.037878787878787,6.584362139917696,65.51020408163265,20.454545454545457,26.136363636363637,23.863636363636363,26.13636363636363,96.96969696969697,72.63257575757576,27.067202161448193,18.876262626262626,39.01515151515151,96.96969696969697
Marcus McGhee,Men’s Bantamweight,6,62.85,1.0,5.441527446300716,12.474144789180588,3.6435958631662686,1.7979315831344476,0.4362244897959184,0.564638783269962,0.7159904534606205,0.0,0.23866348448687352,0.1111111111111111,0.9,0.23866348448687352,0.35450819672131145,0.0,0.03216374269005848,0.029239766081871343,0.9385964912280702,94.6969696969697,55.3030303030303,64.77272727272727,89.01515151515152,23.863636363636363,16.46090534979424,93.26530612244898,51.515151515151516,39.77272727272727,79.3560606060606,82.95454545454545,93.56060606060606,75.94696969696969,43.34064377715172,38.38383838383838,75.69444444444444,93.56060606060606
Henry Cejudo,Men’s Bantamweight,8,120.35,1.0,3.8803489821354384,7.685916078105526,4.977149979227254,-1.0968009970918153,0.5048648648648648,0.4622980251346499,0.24927295388450352,0.12463647694225176,1.2463647694225177,0.2222222222222222,0.675,0.12463647694225176,0.5785674625208218,0.0,0.11991434689507495,0.13704496788008566,0.7430406852248393,35.984848484848484,78.03030303030303,20.454545454545457,62.878787878787875,54.166666666666664,32.510288065843625,68.57142857142857,42.803030303030305,65.15151515151516,57.95454545454545,82.95454545454545,52.27272727272727,49.33712121212121,55.0999746138635,54.04040404040404,53.78787878787879,52.27272727272727
Ricky Simon,Men’s Bantamweight,8,108.6,1.0,3.0202578268876614,7.329650092081032,4.917127071823205,-1.8968692449355435,0.4120603015075377,0.5795275590551181,0.27624309392265195,0.41436464088397795,1.9337016574585637,0.2153846153846154,0.8666666666666667,0.13812154696132597,0.9386331938633193,0.25,0.057926829268292686,0.051829268292682924,0.8902439024390244,20.833333333333336,42.803030303030305,70.83333333333334,66.28787878787878,70.45454545454545,31.68724279835391,90.61224489795919,43.93939393939394,96.5909090909091,37.5,62.68939393939394,46.21212121212121,50.189393939393945,72.3362355604419,70.32828282828284,57.00757575757576,46.21212121212121
Charles Jourdain,Men’s Bantamweight,8,81.36666666666667,1.0,4.657927079065956,9.85661614092585,3.8344940598115524,0.8234330192544039,0.47256857855361595,0.5185185185185186,0.18435067595247848,0.36870135190495695,0.9217533797623925,0.2631578947368421,0.4242424242424242,0.7374027038099139,0.37513691128148957,0.3333333333333333,0.052770448548812667,0.22427440633245382,0.7229551451187335,81.43939393939394,71.21212121212122,41.28787878787879,59.46969696969697,43.18181818181818,40.32921810699588,23.26530612244898,76.13636363636364,41.28787878787879,40.530303030303024,55.68181818181818,78.03030303030303,63.35227272727273,37.01605529978546,53.53535353535354,45.833333333333336,78.03030303030303
Marlon Vera,Men’s Bantamweight,8,152.28333333333333,1.0,4.3208930721243295,9.869760315201926,6.770274707234322,-2.449381635109993,0.43779108449767135,0.49559686888454013,0.6895042136368611,0.09850060194812302,0.0,0.0,0.75,0.09850060194812302,0.1717062634989201,0.0,0.0364741641337386,0.044072948328267476,0.9194528875379939,12.121212121212121,56.060606060606055,29.166666666666668,87.87878787878788,10.037878787878787,6.584362139917696,77.3469387755102,41.66666666666667,20.454545454545457,58.33333333333333,82.95454545454545,78.4090909090909,46.30681818181818,28.605931289463033,24.0530303030303,56.81818181818181,78.4090909090909
